Feature,1014460,1014461,1014462,1014463,1017156
高度(mm),2430,2080,2020,2040,2020
驾驶辅助影像,,,,,
驾驶模式切换,-,-,-,-,-
驻车制动类型,,,,,
驱动方式,,,,,
风阻系数(Cd),-,-,-,-,-
陡坡缓降,-,-,-,-,-
长度(mm),5320,5320,5320,5320,5320
长*宽*高(mm),5320*2310*2430,5320*2310*2080,5320*2310*2020,5320*2310*2040,5320*2310*2020
钥匙类型,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,
轴距(mm),3800,3800,3800,3800,3800
轮圈材质,,,,,
车门数(个),,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-
车载空气净化器,-,-,-,-,-
车身结构_y,货车,货车,皮卡,皮卡,皮卡
车身结构_x,货车,货车,皮卡,皮卡,皮卡
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-
车联网,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-
车型名称,猛士M50 2022款 4.0T 手动 逆行者500中顶厢式,猛士M50 2022款 4.0T 手动 逆行者500低顶厢式,猛士M50 2022款 4.0T 自动 逆行者500双排,猛士M50 2022款 4.0T 自动 逆行者500单排,猛士M50 2022款 4.0T 手动 逆行者500双排
车前雾灯,,,,,
车内环境氛围灯,-,-,-,-,-
车内化妆镜,-,-,-,-,-
车内中控锁,-,-,-,-,-
车内PM2.5过滤装置,-,-,-,-,-
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式
语音识别控制系统,-,-,-,-,-
行车电脑显示屏幕,,,,,
蓝牙/车载电话,-,-,-,-,-
自适应远近光,-,-,-,-,-
自动驻车,-,-,-,-,-
自动头灯,-,-,-,-,-
能源类型_y,柴油,柴油,柴油,柴油,柴油
能源类型_x,柴油,柴油,柴油,柴油,柴油
胎压监测功能,,,,,
缸盖材料,待查,待查,待查,待查,待查
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁
级别,皮卡,皮卡,皮卡,皮卡,皮卡
简称,5挡手动,5挡手动,6挡手自一体,6挡手自一体,5挡手动
第二排座椅调节,-,-,-,-,-
空调温度控制方式,,,,,
离去角(°),35,35,35,35,35
疲劳驾驶提示,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-
电动后备厢,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-
燃油标号,0号,0号,0号,0号,0号
温度分区控制,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-
油箱容积(L),127,127,127,127,127
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),120,120,120,120,120
最小转弯半径(m),8.5,8.5,8.5,8.5,8.5
最小离地间隙(mm),380,380,380,380,380
最大马力(Ps),194,194,194,194,194
最大载重质量(kg),1640,1640,1690,2180,1690
最大爬坡度(%),60,60,60,60,60
最大满载质量(kg),6000,6000,6000,6000,6000
最大涉水深度(mm),1200,1200,1200,1200,1200
最大扭矩转速(rpm),1100-2200,1100-2200,1100-2200,1100-2200,1100-2200
最大扭矩(N·m)_y,600,600,600,600,600
最大扭矩(N·m)_x,600,600,600,600,600
最大功率转速(rpm),2400,2400,2400,2400,2400
最大功率(kW)_y,143,143,143,143,143
最大功率(kW)_x,143,143,143,143,143
最大净功率(kW),138,138,138,138,138
无钥匙进入功能,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,-,-,-,-,-
整车质保,-,-,-,-,-
整备质量(kg),4100,4100,4050,3820,4050
接近角(°),45,45,45,45,45
排量(mL),4000,4000,4000,4000,4000
挡位个数,5,5,6,6,5
扬声器数量,-,-,-,-,-
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,-,-,-,-,-
手机互联/映射,-,-,-,-,-
感应雨刷功能,-,-,-,-,-
座椅材质,,,,,
座位数(个),,,,,
并线辅助,-,-,-,-,-
巡航系统,-,-,-,-,-
导航路况信息显示,-,-,-,-,-
宽度(mm),2310,2310,2310,2310,2310
官方0-100km/h加速(s),-,-,-,-,-
安全带未系提醒,-,-,-,-,-
天窗类型,-,-,-,-,-
大灯高度可调,●,●,●,●,●
大灯延时关闭,-,-,-,-,-
多媒体/充电接口,,,,,
多功能方向盘,-,-,-,-,-
外后视镜功能,-,-,-,-,-
备胎规格,,,,,
后雨刷,-,-,-,-,-
后轮距(mm),-,-,-,-,-
后轮胎规格,,,,,
后排独立空调,-,-,-,-,-
后排杯架,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-
后悬架类型,,,,,
后座出风口,-,-,-,-,-
后备厢容积(L),-,-,-,-,-
后制动器类型,,,,,
变速箱类型,手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,6挡手自一体,6挡手自一体,5挡手动
发动机布局,纵置,纵置,纵置,纵置,纵置
发动机型号,D4.0NS6B195,D4.0NS6B195,D4.0NS6B195,D4.0NS6B195,D4.0NS6B195
发动机,4.0T 194马力 L4,4.0T 194马力 L4,4.0T 194马力 L4,4.0T 194马力 L4,4.0T 194马力 L4
厂商指导价(元),67.88万,67.88万,67.88万,67.88万,67.88万
厂商,东风汽车,东风汽车,东风汽车,东风汽车,东风汽车
卫星导航系统,-,-,-,-,-
助力类型,,,,,
副座椅调节方式,,,,,
前轮距(mm),-,-,-,-,-
前轮胎规格,,,,,
前排座椅功能,-,-,-,-,-
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,-,-,-,-,-
前/后中央扶手,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,
主动刹车/主动安全系统,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-
中控彩色屏幕,,,,,
中控屏幕尺寸,-,-,-,-,-
上市时间,2022.09,2022.09,2022.09,2022.09,2023.10
USB/Type-C接口数量,-,-,-,-,-
OTA升级,-,-,-,-,-
NEDC综合油耗(L/100km),13.5,13.5,13.5,13.5,13.5
LED日间行车灯,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-
ABS防抱死,●,●,●,●,●
220V/230V电源,●,●,●,-,●
