Feature,62550,64433,64434,64455
高度(mm),1641,1641,1641,1641
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,,,,
驱动电机数,双电机,单电机,双电机,单电机
驱动方式,,,,
风阻系数(Cd),-,-,-,-
陡坡缓降,●,●,●,●
长度(mm),4616,4616,4616,4616
长*宽*高(mm),4616*1845*1641,4616*1845*1641,4616*1845*1641,4616*1845*1641
钥匙类型,,,,
道路救援呼叫,●,●,●,●
道路交通标识识别,●,●,●,●
远光灯光源,,,,
近光灯光源,,,,
运动风格座椅,●,-,●,○
辅助驾驶等级,,,,
轴距(mm),2802,2802,2802,2802
轮圈材质,,,,
车顶行李架,●,●,●,●
车门数(个),,,,
车门开启方式,平开门,平开门,平开门,平开门
车道居中保持,○,○,○,○
车道偏离预警系统,●,●,●,●
车道保持辅助系统,●,●,●,●
车载空气净化器,-,-,-,-
车载智能系统,,,,
车身结构_y,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车型名称,宝马iX1 2023款 xDrive30L M运动套装,宝马iX1 2023款 eDrive25L X设计套装,宝马iX1 2023款 xDrive30L X设计套装,宝马iX1 2023款 eDrive25L M运动套装
车前雾灯,-,-,-,-
车内环境氛围灯,,,,
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,-,-,-,-
车体结构,承载式,承载式,承载式,承载式
语音识别控制系统,,,,
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,●,●,●
自适应远近光,-,-,-,-
自动驻车,●,●,●,●
自动泊车入位,●,●,●,●
自动头灯,●,●,●,●
自动变道辅助,○,○,○,○
能量回收系统,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,,
空调温度控制方式,,,,
离去角(°),27,27,27,27
百公里耗电量(kWh/100km),16.3,14.2,16.3,14.2
疲劳驾驶提示,○,○,○,○
电芯品牌,,,,
电池能量(kWh),66.45,-,66.45,-
电池组质保,,,,
电池类型,,,,
电池慢充电量范围(%)_y,0-100,0-100,0-100,0-100
电池慢充电量范围(%)_x,0-100,0-100,0-100,0-100
电池慢充时间(小时)_y,7,10.5,7,10.5
电池慢充时间(小时)_x,7,10.5,7,10.5
电池快充电量范围(%)_y,10-80,10-80,10-80,10-80
电池快充电量范围(%)_x,10-80,10-80,10-80,10-80
电池快充时间(小时)_y,0.53,0.53,0.53,0.53
电池快充时间(小时)_x,0.53,0.53,0.53,0.53
电池冷却方式,液冷,液冷,液冷,液冷
电机类型,励磁/同步,励磁/同步,励磁/同步,励磁/同步
电机布局,前置+后置,前置,前置+后置,前置
电动机总马力(Ps),313,204,313,204
电动机总扭矩(N·m),494,250,494,250
电动机总功率(kW),230,150,230,150
电动机(Ps),313,204,313,204
电动座椅记忆功能,,,,
电动后备厢位置记忆,●,●,●,●
电动后备厢,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●
温度分区控制,-,-,-,-
液晶仪表尺寸,,,,
模拟声浪,○,○,○,○
最高车速(km/h),180,170,180,170
最大满载质量(kg),2575,2435,2575,2435
最大扭矩(N·m),494,250,494,250
最大功率(kW),230,150,230,150
无钥匙进入功能,,,,
