Feature,67581,67880
高度(mm),1480,1480
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,,
驱动电机数,三电机,三电机
驱动方式,,
风阻系数(Cd),-,-
面部识别,●,●
零重力座椅,,
隐藏电动门把手,●,●
陡坡缓降,-,-
长度(mm),5180,5195
长*宽*高(mm),5180 *1990 *1480,5195*1990*1480
钥匙类型,,
配气机构,-,DOHC
遥控泊车,●,●
道路救援呼叫,●,●
道路交通标识识别,●,●
远程启动功能,,
远光灯光源,,
进气形式,-,涡轮增压
近光灯光源,,
辅助驾驶系统,,
辅助驾驶等级,,
轴距(mm),3125,3125
轮圈材质,,
转向辅助灯,●,●
车门数(个),,
车门开启方式,平开门,平开门
车道居中保持,●,●
车道偏离预警系统,●,●
车道保持辅助系统,●,●
车载空气净化器,●,●
车载智能系统,,
车载冰箱,●,●
车载KTV,●,●
车身结构_y,掀背车,掀背车
车身结构_x,5门5座掀背车,5门5座掀背车
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车型名称,腾势Z9 2024款 GT 纯电版,腾势Z9 2024款 GT 插电混动版
车前雾灯,-,-
车内香氛装置,●,●
车内环境氛围灯,,
车内摄像头数量,,
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车体结构,承载式,承载式
超声波雷达数量,,
负离子发生器,●,●
语音连续识别,●,●
语音识别控制系统,,
语音助手唤醒词,,
语音分区域唤醒识别,,
语音免唤醒词,●,●
行车电脑显示屏幕,,
行李厢12V电源接口,●,●
蓝牙/车载电话,●,●
自适应远近光,●,●
自动驾驶辅助路段,,
自动驻车,●,●
自动泊车入位,●,●
自动开合车门,●,●
自动头灯,●,●
自动变道辅助,●,●
能量回收系统,●,●
能源类型_y,纯电动,插电式混合动力
能源类型_x,纯电动,插电式混合动力
胎压监测功能,,
缸盖材料,-,铝合金
缸体材料,-,铝合金
级别,中大型车,中大型车
简称,电动车单速变速箱,E-CVT无级变速
第二排座椅调节,,
第二排座椅电动调节,●,●
第二排座椅功能,,
空调温度控制方式,,
空气质量监测,●,●
空气悬架,●,●
离去角(°),16,15
疲劳驾驶提示,●,●
电芯品牌,,
电池预加热,●,●
电池类型,,
电池冷却方式,液冷,液冷
电机类型,前交流/异步 后永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置
电动机总马力(Ps),966,870
电动机总功率(kW),710,640
电动机(Ps),966,870
电动扰流板,●,●
电动座椅记忆功能,,
电动吸合车门,,
电动后备厢位置记忆,●,●
电动后备厢,●,●
环保标准_y,-,国VI
环保标准_x,-,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,-,92号
灯光特色功能,,
激光雷达数量,,
温度分区控制,●,●
液晶仪表尺寸,-,-
气缸数(个),-,4
气缸排列形式,-,L
每缸气门数(个),-,4
模拟声浪,●,●
最高车速(km/h),240,230
最大马力(Ps),966,207
最大满载质量(kg),3250,3115
最大扭矩转速(rpm),-,-
最大扭矩(N·m)_y,-,-
最大扭矩(N·m)_x,-,-
最大功率转速(rpm),-,-
最大功率(kW)_y,710,152
最大功率(kW)_x,710,-
最大净功率(kW),-,150
无钥匙进入功能,,
无钥匙启动系统,●,●
无框设计车门,●,●
方向盘记忆,●,●
方向盘材质,,
方向盘换挡,-,-
方向盘加热,-,-
方向盘位置调节,,
整车质保,-,-
整备质量(kg),2875,2740
摄像头数量,,
接近角(°),13,13
排量(mL),-,1995
换挡形式,,
挡位个数,1,无级变速
扬声器数量,,
扬声器品牌名称,,
手机无线充电功能,,
手机无线充电功率,,
手机互联/映射,-,-
手机APP远程功能,,
慢充接口位置,车右后侧,车右后侧
感应雨刷功能,,
快充接口位置,车右后侧,车右后侧
快充功能,支持,支持
循迹倒车,●,●
座椅材质,,
座位数(个),,
应用商店,●,●
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
对外放电,●,●
宽度(mm),1990,1990
官方0-100km/h加速(s),-,-
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多层隔音玻璃,,
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,,
地图品牌,,
四驱形式,,
后雨刷,-,-
后轮距(mm),1715,1706
后轮胎规格,,
后电动机最大功率(kW),480,440
后电动机型号,TZ220XYAW/TZ220XYAW,TZ220XYAV/TZ220XYAV
后电动机品牌,比亚迪,比亚迪
后方碰撞预警,●,●
后排独立空调,●,●
后排液晶屏幕,,
后排杯架,●,●
后排座椅电动放倒,●,●
后排座椅放倒形式,,
后排侧隐私玻璃,●,●
后排侧窗遮阳帘,,
后悬架类型,-,-
后座出风口,●,●
后备厢容积(L),-,-
后制动器类型,,
可见即可说,●,●
可变悬架功能,,
变速箱类型,固定齿比变速箱,电子无级变速箱(E-CVT)
变速箱,电动车单速变速箱,E-CVT无级变速
发动机电子防盗,-,●
发动机布局,-,横置
发动机型号,-,BYD479ZQA
发动机启停技术,-,●
发动机,-,2.0T 207马力 L4
厂商指导价(元),-,-
厂商,腾势汽车,腾势汽车
卫星导航系统,●,●
匝道自动驶出(入),●,●
助力类型,,
副驾驶位后排可调节按钮,●,●
副驾娱乐屏尺寸,,
副座椅调节方式,,
前轮距(mm),1710,1710
前轮胎规格,,
前电动机最大功率(kW),230,200
前电动机型号,YS230XYA,TZ210XYD
前电动机品牌,弗迪,比亚迪
前方碰撞预警,●,●
前方感知摄像头,,
前排座椅功能,,
前悬架类型,-,-
前大灯雨雾模式,●,●
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,●,●
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,●,●
信号灯识别,●,●
供油方式,-,直喷
低速行车警告,●,●
主座椅调节方式,,
主动闭合式进气格栅,-,●
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,●,●
中控彩色屏幕,,
中控屏幕尺寸,-,-
上市时间,-,-
上坡辅助,●,●
Wi-Fi热点,●,●
USB/Type-C接口数量,,
OTA升级,-,-
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,●,●
DOW开门预警,●,●
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,●,●
