Feature,60087,62499
可见即可说,●,●
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,2挡DHT,2挡DHT
发动机电子防盗,●,●
发动机特有技术,低压EGR、VGT增压器,低压EGR、VGT增压器
发动机布局,横置,横置
发动机型号,E15BE,E15BE
发动机,1.5T 154马力 L4,1.5T 154马力 L4
厂商指导价(元),30.88万,27.38万
厂商,长城汽车,长城汽车
卫星导航系统,●,●
单踏板模式,●,●
匝道自动驶出(入),●,-
助力类型,电动助力,电动助力
副驾驶位后排可调节按钮,●,●
副座椅调节方式,,
前轮距(mm),1676,1676
前轮胎规格,255/50 R20,255/50 R20
前电动机最大扭矩(N·m),300,300
前电动机最大功率(kW),130,130
前方碰撞预警,●,●
前排座椅功能,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,●,●
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,●,●
供油方式,直喷,直喷
低速行车警告,●,●
主座椅调节方式,,
主动降噪,●,●
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
中央差速器结构,-,-
上市时间,2023.04,2023.04
上坡辅助,●,●
Wi-Fi热点,●,●
WLTC综合续航(km),1200,1200
WLTC综合油耗(L/100km),0.75,1.1
WLTC纯电续航里程(km)_y,180,153
WLTC纯电续航里程(km)_x,180,153
USB/Type-C接口数量,,
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,●,●
ETC装置,○,○
DOW开门预警,●,●
CLTC纯电续航里程(km)_y,215,185
CLTC纯电续航里程(km)_x,215,185
ABS防抱死,●,●
4G/5G网络,,
