Feature,71023,71035,71036,72200,72351
魔毯智能悬架,●,-,●,-,●
高度(mm),1450,1467,1450,1467,1450
高压快充,支持,支持,-,-,支持
高压平台（V）,800,800,-,-,800
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,,,,,
驱动电机数,双电机,单电机,单电机,单电机,单电机
驱动方式,,,,,
风阻系数(Cd),-,-,-,-,-
面部识别,●,●,●,●,●
零重力座椅,,,,,
隐藏电动门把手,●,●,●,●,●
陡坡缓降,●,●,●,●,●
防侧翻系统,●,●,●,●,●
长度(mm),4855,4855,4855,4855,4855
长*宽*高(mm),4855*1960*1450,4855*1960*1467,4855*1960*1450,4855*1960*1467,4855*1960*1450
钥匙类型,,,,,
配气机构,-,-,DOHC,DOHC,-
遥控泊车,●,●,●,●,●
道路救援呼叫,●,●,●,●,●
道路交通标识识别,●,●,●,●,●
透明底盘/540度影像,●,●,●,●,●
远程启动功能,,,,,
远光灯光源,,,,,
进气形式,-,-,涡轮增压,涡轮增压,-
近光灯光源,,,,,
辅助驾驶路段,,,,,
辅助驾驶系统,,,,,
辅助驾驶等级,,,,,
辅助泊车入位,●,●,●,●,●
辅助变道,●,●,●,●,●
辅助匝道自动驶出(入),●,●,●,●,●
轴距(mm),2940,2940,2940,2940,2940
轮圈材质,,,,,
车门数(个),,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●
车载空气净化器,●,-,●,-,●
车载智能系统,,,,,
车载KTV,●,●,●,●,●
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车型名称,阿维塔06 2025款 Ultra纯电版,阿维塔06 2025款 Pro纯电版,阿维塔06 2025款 Max增程版,阿维塔06 2025款 Pro增程版,阿维塔06 2025款 Max纯电版
车前雾灯,-,-,-,-,-
车内香氛装置,●,-,●,-,●
车内生物监测系统,●,●,●,●,●
车内环境氛围灯,,,,,
车内摄像头数量,,,,,
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
负离子发生器,●,-,●,-,●
语音连续识别,●,●,●,●,●
语音识别控制系统,,,,,
语音助手唤醒词,,,,,
语音分区域唤醒识别,,,,,
语音免唤醒词,●,●,●,●,●
记忆泊车,○,○,○,○,○
触摸式阅读灯,●,●,●,●,●
行车电脑显示屏幕,,,,,
行李厢12V电源接口,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●
自适应远近光,●,●,●,●,●
自动驻车,●,●,●,●,●
自动开合车门,●,○,○,○,○
自动头灯,●,●,●,●,●
能量回收系统,●,●,●,●,●
能源类型_y,纯电动,纯电动,增程式,增程式,纯电动
能源类型_x,纯电动,纯电动,增程式,增程式,纯电动
胎压监测功能,,,,,
缸盖材料,-,-,铝合金,铝合金,-
缸体材料,-,-,铝合金,铝合金,-
级别,中型车,中型车,中型车,中型车,中型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-
第二排座椅功能,,-,,-,
空调温度控制方式,,,,,
空气质量监测,●,-,●,-,●
空气悬架,●,-,●,-,●
离去角(°),18,18,18,18,18
百公里耗电量(kWh/100km),14.3,13.3,17.2,17.2,13.3
疲劳驾驶提示,●,●,●,●,●
电芯品牌,,,,,
电能当量燃料消耗量(L/100km),1.66,1.54,-,-,1.54
电池预加热,●,●,●,●,●
电池能量(kWh),72.88,72.88,31.7,31.7,72.88
电池类型,,,,,
电池特有技术,神行电池,神行电池,骁遥电池,骁遥电池,神行电池
电池慢充电量范围(%)_y,0-100,0-100,0-100,0-100,0-100
电池慢充电量范围(%)_x,0-100,0-100,0-100,0-100,0-100
电池慢充时间(小时)_y,13,13,6,6,13
电池慢充时间(小时)_x,13,13,6,6,13
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.17,0.17,0.25,0.25,0.17
电池快充时间(小时)_x,0.17,0.17,0.25,0.25,0.17
电池冷却方式,液冷,液冷,液冷,液冷,液冷
电机类型,前交流/异步 后永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,后置,后置,后置,后置
电子外后视镜显示屏,,,,,
电子外后视镜功能,,,,,
电动机总马力(Ps),598,343,314,314,343
电动机总扭矩(N·m),645,365,367,367,365
电动机总功率(kW),440,252,231,231,252
电动机(Ps),598,343,314,314,343
电动座椅记忆功能,,,,,
电动吸合车门,,,,,
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
环保标准_y,-,-,国VI,国VI,-
环保标准_x,-,-,国VI,国VI,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,-,-,92号,92号,-
热泵空调,●,●,-,-,●
激光雷达线数,,-,,-,
激光雷达数量,,-,,-,
激光雷达品牌,,-,,-,
温度分区控制,●,●,●,●,●
液晶仪表尺寸,,,,,
油电综合燃料消耗量(L/100km),-,-,2.7,2.7,-
气缸数(个),-,-,4,4,-
气缸排列形式,-,-,L,L,-
毫米波雷达数量,,,,,
每缸气门数(个),-,-,4,4,-
模拟声浪,●,●,●,●,●
最高车速(km/h),210,210,190,190,210
最大马力(Ps),-,-,156,156,-
最大满载质量(kg),2695,2585,2501,2501,2585
最大扭矩转速(rpm),-,-,-,-,-
最大扭矩(N·m)_y,-,-,-,-,-
最大扭矩(N·m)_x,645,365,367,367,365
最大功率转速(rpm),-,-,-,-,-
最大功率(kW)_y,-,-,115,115,-
最大功率(kW)_x,440,252,231,231,252
最大净功率(kW),-,-,110,110,-
最低荷电状态油耗(L/100km)WLTC,-,-,5.36,5.36,-
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
