Feature,1009444,1009446,1009592,1009595,1009718,1011669,1014228
高度(mm),2025,1970,2025,2025,2025,2025,2050
驾驶辅助影像,-,-,-,-,-,-,-
驾驶模式切换,-,-,-,-,-,-,-
驻车制动类型,-,-,-,-,-,-,-
驱动方式,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-
长度(mm),5110,5110,5110,5440,5110,5110,5840
长*宽*高(mm),5110×1840×2025,5110×1840×1970,5110×1830×2025,5440×1850×2025,5110×1850×2025,5110×1830×2025,5840×1850×2050
钥匙类型,,,,,,,
配气机构,DOHC,DOHC,未知,未知,未知,DOHC,未知
远光灯光源,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,
轴距(mm),3035,3350,3035,3350,3035,3035,3695
轮圈材质,,,,,,,
车门数(个),,,,,,,
车门开启方式,-,-,-,-,-,-,-
车道偏离预警系统,-,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-
车身结构_y,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
车身结构_x,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-,-
车联网,-,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-,-
车型名称,勇士皮卡 2020款 2.4T汽油四驱3035轴距分体单排4K22D4T,勇士皮卡 2020款 2.4T汽油四驱3350轴距分体双排4K22D4T,勇士皮卡 2020款 2.4T柴油四驱3035轴距分体单排YCY24140-60A,勇士皮卡 2020款 2.4T柴油四驱3350轴距分体双排YCY24140-60A,勇士皮卡 2020款 2.4T柴油四驱3035轴距连体双排YCY24140-60A,勇士皮卡 2021款 2.4T汽油四驱3035轴距连体双排4K22D4T,勇士皮卡 2022款 2.4T柴油四驱3695轴距分体双排三翻YCY24140-60A
车前雾灯,,,,,,,
车内环境氛围灯,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-
车内中控锁,-,-,-,-,-,-,-
车内PM2.5过滤装置,-,-,-,-,-,-,-
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),2195x1580x480,1630x1580x480,2195x1580x480,1630x1580x480,1440x1580x480,1440x1580x480,2264x1720x363
语音识别控制系统,-,-,-,-,-,-,-
行车电脑显示屏幕,-,-,-,-,-,-,-
行程(mm),100,100,104,104,104,100,104
蓝牙/车载电话,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-
能源类型_y,汽油,汽油,柴油,柴油,柴油,汽油,柴油
能源类型_x,汽油,汽油,柴油,柴油,柴油,汽油,柴油
胎压监测功能,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,未知,未知,未知,铝合金,未知
缸径(mm),87,87,85,85,85,87,85
缸体材料,铝合金,铝合金,未知,未知,未知,铝合金,未知
