Feature,60970
高度(mm),1905
驾驶辅助影像,
驾驶模式切换,
驻车制动类型,电子驻车
驱动电机数,-
驱动方式,前置四驱
首任车主质保政策,发动机、变速器核心零部件终身质保
陡坡缓降,●
限滑差速器/差速锁,
长度(mm),5078
长*宽*高(mm),5078*1934*1905
钥匙类型,
配气机构,DOHC
道路救援呼叫,●
道路交通标识识别,●
透明底盘/540度影像,●
远程启动功能,
远光灯光源,
进气形式,涡轮增压
近光灯光源,
辅助驾驶等级,
轴距(mm),2850
轮圈材质,
转向辅助灯,●
车顶行李架,●
车门数(个),5
车门开启方式,平开门
车道居中保持,●
车道偏离预警系统,●
车道保持辅助系统,●
车载空气净化器,●
车身结构_y,SUV
车身结构_x,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●
车联网,●
车窗防夹手功能,●
车窗一键升降功能,
车型名称,坦克500新能源 2023款 Hi4-T
车前雾灯,
车内环境氛围灯,
车内化妆镜,
车内中控锁,●
车内PM2.5过滤装置,●
车侧脚踏板,
车体结构,非承载式
超声波雷达数量,
语音连续识别,●
语音识别控制系统,
语音免唤醒词,●
触摸式阅读灯,●
行车电脑显示屏幕,
行李厢12V电源接口,●
蠕行模式,●
蓝牙/车载电话,●
自适应远近光,●
自动驻车,●
自动泊车入位,●
自动头灯,●
能量回收系统,●
能源类型,插电式混合动力
胎压监测功能,
缺气保用轮胎,-
缸盖材料,铝合金
缸体材料,铝合金
级别,中大型SUV
系统综合扭矩(N·m),750
系统综合功率(kW),300
系统综合功率(Ps),408
简称,9挡手自一体
第二排座椅调节,
第二排座椅功能,
空调温度控制方式,
离去角(°),24
百公里耗电量(kWh/100km),-
疲劳驾驶提示,●
电芯品牌,蜂巢能源
电池预加热,●
电池能量(kWh),37.1
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,三元锂电池
电池冷却方式,液冷
电机类型,永磁/同步
电机布局,-
电动机总扭矩(N·m),400
电动机总功率(kW),120
电动机总功率(Ps),163
电动机(Ps),163
电动座椅记忆功能,
电动吸合车门,
电动后备厢,-
环保标准_y,国VI
环保标准_x,国VI
牵引力控制(ASR/TCS/TRC等),●
燃油标号,92号
燃料形式,插电式混合动力
满载最小离地间隙(mm),213
温度分区控制,●
液晶仪表尺寸,
油箱容积(L),70
气缸数(个),4
气缸排列形式,L
每缸气门数(个),4
最高车速(km/h),180
最大马力(Ps),252
最大满载质量(kg),3310
最大扭矩转速(rpm),1700-4000
最大扭矩(N·m)_y,380
最大扭矩(N·m)_x,750
最大功率转速(rpm),5500-6000
最大功率(kW)_y,185
最大功率(kW)_x,300
最大净功率(kW),180
最低荷电状态油耗(L/100km),9.55
无钥匙进入功能,
无钥匙启动系统,●
方向盘记忆,●
方向盘材质,
方向盘换挡,●
方向盘加热,●
方向盘位置调节,
整车质保,五年或15万公里
整备质量(kg),2810
接近角(°),29.5
排量(mL),1998
换挡形式,
挡位个数,9
扬声器数量,
扬声器品牌名称,
手机无线充电功能,
手机互联/映射,-
手机APP远程功能,
慢充时间(小时)_y,6.5
慢充时间(小时)_x,6.5
感应雨刷功能,
快充电量百分比,30-80
快充电量(%),30-80
快充时间(小时)_y,0.4
快充时间(小时)_x,0.4
快充功能,支持
快充功率(kW),50
循迹倒车,●
座椅材质,
座位数(个),5
并线辅助,●
巡航系统,
导航路况信息显示,●
对外放电,●
宽度(mm),1934
官方0-100km/h加速(s),6.9
安全带未系提醒,
天窗类型,
大灯高度可调,●
大灯延时关闭,●
多层隔音玻璃,
多媒体/充电接口,
多功能方向盘,●
外后视镜功能,
备胎规格,全尺寸
坦克转弯,●
地图品牌,
四驱形式,适时四驱
后雨刷,●
后轮距(mm),1635
后轮胎规格,265/55 R19
后方碰撞预警,●
后排独立空调,●
后排杯架,●
后排控制多媒体,●
后排座椅放倒形式,
后排侧隐私玻璃,●
后排侧窗遮阳帘,
后悬架类型,整体桥式非独立悬架
后座出风口,●
后备厢容积(L),-
后制动器类型,通风盘式
变速箱类型,手自一体变速箱(AT)
变速箱,9挡手自一体
发动机电子防盗,●
发动机布局,纵置
发动机型号,E20NA
发动机启停技术,●
发动机,2.0T 252马力 L4
厂商指导价(元),33.50万
厂商,长城汽车
卫星导航系统,●
助力类型,电动助力
副驾驶位后排可调节按钮,-
副座椅调节方式,
前轮距(mm),1635
前轮胎规格,265/55 R19
前方碰撞预警,●
前排座椅功能,
前悬架类型,双叉臂式独立悬架
前制动器类型,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●
制动力分配(EBD/CBC等),●
准拖挂车总质量(kg),2500
内置行车记录仪,●
内后视镜功能,
全液晶仪表盘,●
倒车车侧预警系统,●
供油方式,直喷
低速行车警告,●
低速四驱,●
主座椅调节方式,
主动降噪,●
主动刹车/主动安全系统,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●
中控彩色屏幕,
中控屏幕尺寸,
中央差速器锁止功能,●
中央差速器结构,多片离合器
上市时间,2023.06
上坡辅助,●
Wi-Fi热点,●
WLTC综合续航(km),790
WLTC综合油耗(L/100km),2.2
WLTC纯电续航里程(km)_y,110
WLTC纯电续航里程(km)_x,110
USB/Type-C接口数量,
OTA升级,●
NEDC纯电续航里程(km)_y,120
NEDC纯电续航里程(km)_x,120
LED日间行车灯,●
ISOFIX儿童座椅接口,●
HUD抬头数字显示,●
ETC装置,●
DOW开门预警,●
ABS防抱死,●
4G/5G网络,
220V/230V电源,●
