Feature,61882,61883,65046,68034
高度(mm),1920,1920,1920,1920
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,,,,
驱动电机数,双电机,双电机,双电机,双电机
驱动方式,,,,
风阻系数(Cd),-,-,-,-
面部识别,●,●,●,●
陡坡缓降,●,●,●,●
限滑差速器/差速锁,,,,
防侧翻系统,●,●,●,●
长度(mm),4890,4890,4890,4890
长*宽*高(mm),4890*1970*1920,4890*1970*1920,4890*1970*1920,4890*1970*1920
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
遥控泊车,●,●,●,●
道路救援呼叫,●,●,●,●
道路交通标识识别,●,●,●,●
透明底盘/540度影像,●,●,●,●
远程启动功能,,,,
远光灯光源,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,
辅助驾驶系统,,,,
辅助驾驶等级,,,,
轴距(mm),2800,2800,2800,2800
轮圈材质,,,,
转向辅助灯,●,●,●,●
车顶行李架,●,●,●,●
车门数(个),,,,
车门开启方式,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●
车道偏离预警系统,●,●,●,●
车道保持辅助系统,●,●,●,●
车载空气净化器,●,●,●,●
车载智能系统,,,,
车载冰箱,●,●,-,-
车身结构_y,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车型名称,豹5 2023款 领航版,豹5 2023款 云辇旗舰版,豹5 2023款 探索版,豹5 2024款 云辇豪华版
车前雾灯,,,,
车内香氛装置,●,●,●,●
车内环境氛围灯,,,,
车内摄像头数量,,,,
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,●,●,●,●
车侧脚踏板,,,,
车体结构,非承载式,非承载式,非承载式,非承载式
超声波雷达数量,,,,
负离子发生器,●,●,●,●
语音连续识别,●,●,●,●
语音识别控制系统,,,,
语音助手唤醒词,,,,
语音分区域唤醒识别,,,,
行车电脑显示屏幕,,,,
行李厢12V电源接口,●,●,●,●
蠕行模式,●,●,●,●
蓝牙/车载电话,●,●,●,●
自适应远近光,●,●,●,●
自动驾驶辅助路段,,,,
自动驻车,●,●,●,●
自动泊车入位,●,●,●,●
自动头灯,●,●,●,●
自动变道辅助,●,●,●,●
膝部气囊,●,●,●,●
能量回收系统,●,●,●,●
能源类型_y,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金
纵向通过角(°),20,20,20,20
级别,中型SUV,中型SUV,中型SUV,中型SUV
系统综合扭矩(N·m),760,760,760,760
系统综合功率(kW),505,505,505,505
系统综合功率(Ps),687,687,687,687
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,,,,
第二排座椅功能,,,,
空调温度控制方式,,,,
空气质量监测,●,●,●,●
离去角(°),32,35,32,35
疲劳驾驶提示,●,●,●,●
电芯品牌,,,,
电池预加热,●,●,●,●
电池能量(kWh),31.8,31.8,31.8,31.8
电池类型,,,,
电池特有技术,刀片电池,刀片电池,刀片电池,刀片电池
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.27,0.27,0.27,0.27
电池快充时间(小时)_x,0.27,0.27,0.27,0.27
电池冷却方式,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置,前置+后置,前置+后置
电动机总马力(Ps),660,660,660,660
电动机总扭矩(N·m),760,760,760,760
电动机总功率(kW),485,485,485,485
电动机(Ps),660,660,660,660
电动座椅记忆功能,,,,
电动吸合车门,,,-,-
电动后备厢,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,92号,92号,92号,92号
热泵空调,●,●,●,●
满载最小离地间隙(mm),220,310,220,310
温度分区控制,●,●,●,●
液晶仪表尺寸,,,,
涉水感应系统,●,●,●,●
油箱容积(L),83,83,83,83
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
毫米波雷达数量,,,,
每缸气门数(个),4,4,4,4
最高车速(km/h),180,180,180,180
最大马力(Ps),194,194,194,194
最大爬坡度(%),100,100,100,100
最大满载质量(kg),3265,3265,3265,3265
最大涉水深度(mm),700,790,700,790
最大扭矩转速(rpm),-,-,-,-
最大扭矩(N·m)_y,273,273,273,273
最大扭矩(N·m)_x,760,760,760,760
最大功率转速(rpm),-,-,-,-
最大功率(kW)_y,143,143,143,143
最大功率(kW)_x,505,505,505,505
最大净功率(kW),135,135,135,135
最低荷电状态油耗(L/100km),7.8,7.8,7.8,7.8
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,●,●,●,●
方向盘位置调节,,,,
整车质保,,,,
整备质量(kg),2890,2890,2890,2890
摄像头数量,,,,
接近角(°),35,39,35,39
排量(mL),1497,1497,1497,1497
换挡形式,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速
拖挂钩,,,,
拖挂模式,●,●,●,●
扬声器数量,,,,
扬声器品牌名称,,,,
手机无线充电功能,,,,
手机无线充电功率,,,,
手机互联/映射,-,-,-,-
手机APP远程功能,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持
快充功率(kW),100,100,100,100
座椅材质,,,,
座位数(个),,,,
应用商店,●,●,●,●
