Feature,59139,62633,62635,67572,67573
高度(mm),1500,1500,1500,1500,1500
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,,,,,
驱动电机数,双电机,单电机,双电机,单电机,双电机
驱动方式,,,,,
风阻系数(Cd),0.207,0.207,0.207,0.207,0.207
面部识别,●,-,●,-,●
隐藏电动门把手,●,●,●,●,●
陡坡缓降,●,●,●,●,●
长度(mm),5270,5270,5270,5270,5270
长*宽*高(mm),5270*2000*1500,5270*2000*1500,5270*2000*1500,5270*2000*1500,5270*2000*1500
钥匙类型,,,,,
遥控泊车,●,●,●,●,●
道路救援呼叫,●,●,●,●,●
道路交通标识识别,●,●,●,●,●
透明底盘/540度影像,●,●,●,●,●
远程启动功能,,,,,
远光灯光源,,,,,
近光灯光源,,,,,
辅助驾驶等级,,,,,
轴距(mm),3130,3130,3130,3130,3130
轮圈材质,,,,,
转向辅助灯,●,●,●,●,●
车门数(个),,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,●
车道偏离预警系统,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●
车载空气净化器,●,●,●,●,●
车载智能系统,,,,,
车载KTV,●,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车机系统存储(GB),,,,,
车机系统内存(GB),,,,,
车机智能芯片,,,,,
车型名称,远航Y6 2023款 1020km 四驱远航版,远航Y6 2023款 720km 后驱尊贵版,远航Y6 2023款 620km 四驱尊享版,远航Y6 2024款 660km 后驱智享版,远航Y6 2024款 720km 四驱奢享版
车前雾灯,,,,,
车内香氛装置,●,-,●,-,●
车内生物监测系统,●,-,-,-,●
车内环境氛围灯,,,,,
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
负离子发生器,●,●,●,●,●
语音识别控制系统,,,,,
语音助手唤醒词,,,,,
语音分区域唤醒识别,,,,,
触摸式阅读灯,●,●,●,●,●
行车电脑显示屏幕,,,,,
行李厢12V电源接口,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●
自适应远近光,●,●,●,●,●
自动驻车,●,●,●,●,●
自动泊车入位,●,●,●,●,●
自动开合车门,●,-,●,-,●
自动头灯,●,●,●,●,●
自动变道辅助,●,●,●,●,●
能量回收系统,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
级别,大型车,大型车,大型车,大型车,大型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,,,
第二排座椅电动调节,●,●,●,●,●
第二排座椅功能,,-,,-,
空调温度控制方式,,,,,
空气质量监测,●,●,●,●,●
空气悬架,●,-,-,-,●
移动物体预警系统,●,●,●,●,●
离去角(°),17,17,17,17,17
疲劳驾驶提示,●,-,●,-,●
电芯品牌,-,,,,
电池预加热,●,●,●,●,●
