Feature,45610,46746,46971
高度(mm),1675,1675,1675
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,电子驻车,电子驻车,电子驻车
驱动电机数,双电机,双电机,双电机
驱动方式,前置四驱,前置四驱,前置四驱
陡坡缓降,-,-,-
长度(mm),4740,4740,4740
长*宽*高(mm),4740*1855*1675,4740*1855*1675,4740*1855*1675
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●
道路交通标识识别,●,●,●
远光灯光源,,,
进气形式,自然吸气,自然吸气,自然吸气
近光灯光源,,,
轴距(mm),2690,2690,2690
轮圈材质,,,
车顶行李架,●,●,-
车门数(个),5,5,5
车道偏离预警系统,●,●,●
车道保持辅助系统,●,●,●
车载空气净化器,-,-,-
车身结构_y,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车型名称,威飒(进口) 2021款 2.5L Hybrid Limited 美国版,威飒(进口) 2021款 2.5L Hybrid XLE 美国版,威飒(进口) 2021款 2.5L Hybrid LE 美国版
车前雾灯,-,-,-
车内环境氛围灯,,,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,-,-,-
车体结构,承载式,承载式,承载式
语音识别控制系统,,,
行车电脑显示屏幕,,,
蓝牙/车载电话,●,●,●
自适应远近光,●,●,●
自动驻车,●,●,●
自动头灯,●,●,●
膝部气囊,●,●,●
能源类型,油电混合,油电混合,油电混合
胎压监测功能,,,
缺气保用轮胎,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV
系统综合功率(kW),163,163,163
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,,,
空调温度控制方式,,,
百公里耗电量(kWh/100km),-,-,-
疲劳驾驶提示,-,-,-
电池能量(kWh),1.6,1.6,1.6
