Feature,43172,43173,43174,43175,43176,43177,48046
高度(mm),1792,1792,1792,1792,1792,1792,1792
驾驶辅助影像,,,,,,,
驾驶模式切换,,,,,,,
驻车制动类型,脚刹,脚刹,脚刹,脚刹,脚刹,脚刹,脚刹
驱动方式,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱
陡坡缓降,●,●,●,●,●,●,●
限滑差速器/差速锁,-,-,-,-,,-,-
长度(mm),4828,4828,4828,4828,4828,4875,4828
长*宽*高(mm),4828*1943*1792,4828*1943*1792,4828*1943*1792,4828*1943*1792,4828*1943*1792,4875*1943*1792,4828*1943*1792
钥匙类型,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
远程启动功能,-,-,,,,,-
远光灯光源,,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,,
轴距(mm),2915,2915,2915,2915,2915,2915,2915
轮圈材质,,,,,,,
转向头灯,-,-,-,-,-,●,-
车顶行李架,●,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5,5
车道偏离预警系统,-,-,-,●,-,●,●
车道保持辅助系统,-,-,-,●,-,●,●
车载空气净化器,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●
车联网,-,-,-,-,-,-,-
车窗防夹手功能,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,
车型名称,大切诺基(进口) 2020款 3.0L 专业导航版,大切诺基(进口) 2020款 3.0L 精英导航版,大切诺基(进口) 2020款 3.6L 精英导航版,大切诺基(进口) 2020款 3.6L 豪华导航版,大切诺基(进口) 2020款 3.6L 高性能四驱版,大切诺基(进口) 2020款 3.6L 旗舰尊耀版,大切诺基(进口) 2021款 3.0L 80周年纪念版
车前雾灯,,,,,,,
车内环境氛围灯,-,-,-,-,-,-,-
车内化妆镜,,,,,,,
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,,,
行车电脑显示屏幕,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●
