Feature,70086,70087,72782,72803
高度(mm),2031,2063,1999,2063
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,,,,
驱动电机数,三电机,三电机,三电机,三电机
驱动方式,,,,
风阻系数(Cd),-,-,-,-
陡坡缓降,●,●,●,●
长度(mm),5136,5136,5320,5136
长*宽*高(mm),5136*2172*2031,5136*2172*2063,5320*2190*1999,5136*2172*2063
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
遥控泊车,●,●,●,●
道路交通标识识别,●,●,●,●
透明底盘/540度影像,●,●,●,●
远光灯光源,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,
辅助驾驶等级,,,,
辅助泊车入位,●,●,●,●
辅助变道,●,●,●,●
轴距(mm),2950,2950,3150,2950
轮圈材质,,,,
转向辅助灯,●,●,●,●
车顶行李架,●,●,●,●
车门数(个),,,,
车门开启方式,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●
车道偏离预警系统,●,●,●,●
车道保持辅助系统,●,●,●,●
车载空气净化器,●,●,●,●
车身结构_y,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门4座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车型名称,Lorinser 星际战车 2024款 M800 平顶版,Lorinser 星际战车 2024款 M800 高顶版,Lorinser 星际战车 2025款 M900 基本型,Lorinser 星际战车 2025款 M800 枪与玫瑰
车前雾灯,,,,
车内香氛装置,●,●,●,●
车内环境氛围灯,-,-,-,-
车内摄像头数量,,,,
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,●,●,●,●
车体结构,非承载式,非承载式,非承载式,非承载式
超声波雷达数量,,,,
负离子发生器,●,●,●,●
语音识别控制系统,,,,
行车电脑显示屏幕,,,,
行李厢12V电源接口,●,●,●,●
蓝牙/车载电话,●,●,●,●
