Feature,63818,63819,65795,66173,66174
高度(mm),1756,1768,1756,1756,1768
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,,,,,
驱动方式,,,,,
风阻系数(Cd),-,-,-,-,-
隐藏电动门把手,●,●,●,●,●
陡坡缓降,-,-,-,-,-
长度(mm),4900,4900,4900,4900,4900
长*宽*高(mm),4900*1885*1756,4900*1885*1768,4900*1885*1756,4900*1885*1756,4900*1885*1768
钥匙类型,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
道路交通标识识别,-,●,-,-,●
透明底盘/540度影像,●,●,-,●,●
远程启动功能,,,-,,
远光灯光源,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,
辅助驾驶等级,-,,-,-,
轴距(mm),2960,2960,2960,2960,2960
轮圈材质,,,,,
车顶行李架,-,●,-,-,●
车门数(个),,,,,
车门开启方式,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门
车道居中保持,-,●,-,-,●
车道偏离预警系统,-,●,-,-,●
车道保持辅助系统,-,●,-,-,●
车载空气净化器,-,●,-,-,●
车载智能系统,,,-,,
车身结构_y,MPV,MPV,MPV,MPV,MPV
车身结构_x,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门6座MPV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,-,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车机智能芯片,,,-,,
车型名称,大通G70 2023款 2.0T 自动奢享版,大通G70 2023款 2.0T 自动旗舰版,大通G70 2023款 2.0T 自动舒享版,大通G70 2023款 2.0T 自动臻享版,大通G70 2023款 2.0T 自动旗舰版 6座
车前雾灯,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,-,●,-,-,●
车体结构,承载式,承载式,承载式,承载式,承载式
语音连续识别,●,●,-,●,●
语音识别控制系统,,,-,,
语音分区域唤醒识别,,,-,,
语音免唤醒词,●,●,-,●,●
行车电脑显示屏幕,,,,,
蓝牙/车载电话,●,●,●,●,●
自适应远近光,●,●,-,●,●
自动驻车,●,●,●,●,●
自动头灯,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型MPV,中型MPV,中型MPV,中型MPV,中型MPV
简称,9挡自动,9挡自动,9挡自动,9挡自动,9挡自动
第二排独立座椅,●,●,●,●,●
第二排座椅调节,,,,,
第二排座椅电动调节,-,●,-,●,●
第二排座椅功能,-,,-,,
空调温度控制方式,,,,,
离去角(°),20,20,20,20,20
疲劳驾驶提示,-,-,-,-,-
电动座椅记忆功能,-,,-,,
电动后备厢位置记忆,●,●,-,●,●
电动后备厢,●,●,-,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号
温度分区控制,●,●,●,●,●
液晶仪表尺寸,,,,,
油箱容积(L),65,65,65,65,65
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),185,185,185,185,185
最大马力(Ps),234,234,234,234,234
最大满载质量(kg),2435,2475,2360,2435,2475
最大扭矩转速(rpm),1500-4000,1500-4000,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,360,360,360,360,360
最大扭矩(N·m)_x,360,360,360,360,360
最大功率转速(rpm),5000-5500,5000-5500,5000-5500,5000-5500,5000-5500
最大功率(kW)_y,172,172,172,172,172
最大功率(kW)_x,172,172,172,172,172
最大净功率(kW),160,160,160,160,160
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,●,-,-,●
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),1890,1930,1815,1890,1930
接近角(°),14,14,14,14,14
排量(mL),1986,1986,1986,1986,1986
换挡形式,,,,,
挡位个数,9,9,9,9,9
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,-,,-,-,
手机互联/映射,-,-,,-,-
手机APP远程功能,,,-,,
感应雨刷功能,-,,-,-,
感应后备厢,●,●,-,●,●
座椅材质,,,,,
座椅布局,,,,,
座位数(个),,,,,
并线辅助,-,●,-,-,●
巡航系统,,,,,
导航路况信息显示,●,●,-,●,●
宽度(mm),1885,1885,1885,1885,1885
官方0-100km/h加速(s),-,-,-,-,-
安全带未系提醒,,,,,
天窗类型,,,-,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多层隔音玻璃,,,,,
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,,,,,
地图品牌,,,-,,
后雨刷,●,●,●,●,●
后轮距(mm),1630,1630,1630,1630,1630
后轮胎规格,,,,,
后排独立空调,●,●,-,●,●
后排杯架,●,●,●,●,●
后排座椅放倒形式,,,,,
后排小桌板,-,●,-,●,●
后排侧隐私玻璃,●,●,-,●,●
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),-,-,-,-,-
后制动器类型,,,,,
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT)
变速箱,9挡自动,9挡自动,9挡自动,9挡自动,9挡自动
发动机电子防盗,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置
发动机型号,20A4E,20A4E,20A4E,20A4E,20A4E
发动机,2.0T 234马力 L4,2.0T 234马力 L4,2.0T 234马力 L4,2.0T 234马力 L4,2.0T 234马力 L4
厂商指导价(元),16.98万,19.98万,14.98万,18.38万,20.48万
厂商,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通
卫星导航系统,●,●,-,●,●
助力类型,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-
副驾娱乐屏,,,-,,
副座椅调节方式,,,,,
前轮距(mm),1615,1615,1615,1615,1615
前轮胎规格,,,,,
前方碰撞预警,-,●,-,-,●
前排座椅功能,-,,-,,
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
倒车车侧预警系统,-,●,-,-,●
侧滑门形式,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,
主动刹车/主动安全系统,-,●,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
上市时间,2023.11,2023.11,2023.11,2023.12,2023.12
上坡辅助,●,●,●,●,●
Wi-Fi热点,●,●,-,●,●
WLTC综合油耗(L/100km),8.5,8.5,8.5,8.5,8.5
USB/Type-C接口数量,,,,,
OTA升级,●,●,-,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
ETC装置,○,○,○,○,○
DOW开门预警,-,●,-,-,●
ABS防抱死,●,●,●,●,●
4G/5G网络,,,-,,
