Feature,1014557,1014558,1014559,1014560,1014573,1014574
高度(mm),2050,2050,2050,2050,2050,2050
驾驶辅助影像,,,-,-,,-
驾驶模式切换,-,-,-,-,-,-
驻车制动类型,-,-,-,-,-,-
驱动方式,,,,,,
风阻系数(Cd),-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
长度(mm),5710,5710,5710,5710,5710,5710
长*宽*高(mm),5710×1785×2050,5710×1785×2050,5710×1785×2050,5710×1785×2050,5710×1785×2050,5710×1785×2050
钥匙类型,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,
轴距(mm),3450,3450,3450,3450,3450,3450
轮圈材质,,,,,,
车门数(个),,,,,,
车门开启方式,-,-,-,-,-,-
车道偏离预警系统,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-
车身结构_y,货车,货车,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车联网,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-
车型名称,东风小康D71 2023款 1.6L LV1 SFG16C,东风小康D71 2023款 2.0L LV1 SFG20B,东风小康D71 2023款 1.6L LV0 SFG16C,东风小康D71 2023款 2.0L LV0 SFG20B,东风小康D71 2023款 1.6L LV1 CNG SFG16N,东风小康D71 2023款 1.6L LV0 CNG SFG16N
车前雾灯,,,,,,
车内环境氛围灯,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),3400x1680x370,3400x1680x370,3400x1680x370,3400x1680x370,3400x1680x370,3400x1680x370
语音识别控制系统,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,
蓝牙/车载电话,●,●,-,-,●,-
自适应远近光,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-
能源类型_y,汽油,汽油,汽油,汽油,汽油+CNG,汽油+CNG
能源类型_x,汽油,汽油,汽油,汽油,汽油+CNG,汽油+CNG
胎压监测功能,-,-,-,-,-,-
缺气保用轮胎,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,未知,未知,未知,未知,未知,未知
级别,微卡,微卡,微卡,微卡,微卡,微卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
疲劳驾驶提示,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-
油箱容积(L),52,52,52,52,15,15
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-
最大马力(Ps),122,143,122,143,105,105
最大载重质量(kg),1775,1775,1775,1775,-,-
最大满载质量(kg),-,-,-,-,-,-
最大扭矩转速(rpm),-,-,-,-,-,-
最大扭矩(N·m)_y,158,200,158,200,135,135
最大扭矩(N·m)_x,158,200,158,200,135,135
最大功率转速(rpm),-,-,-,-,-,-
最大功率(kW)_y,90,105,90,105,77,77
最大功率(kW)_x,90,105,90,105,77,77
最大净功率(kW),-,-,-,-,-,-
无钥匙进入功能,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-
整车质保,-,-,-,-,-,-
整备质量(kg),-,-,-,-,-,-
排量(mL),1597,1998,1597,1998,1597,1597
挡位个数,5,5,5,5,5,5
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-
座椅材质,,,,,,
座位数(个),,,,,,
并线辅助,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-
宽度(mm),1785,1785,1785,1785,1785,1785
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提醒,-,-,-,-,-,-
天窗类型,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-
多媒体/充电接口,,,,,,
多功能方向盘,●,●,-,-,●,-
外后视镜功能,,,-,-,,-
备胎规格,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),1350,1350,1350,1350,1350,1350
后轮胎规格,,,,,,
后排车门开启方式,,,,,,
后排独立空调,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-
后悬架类型,,,,,,
后座出风口,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-
后制动器类型,,,,,,
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-
发动机布局,-,-,-,-,-,-
发动机型号,SFG16C,SFG20B,SFG16C,SFG20B,SFG16N,SFG16N
发动机,1.6L 122马力 L4,2.0L 143马力 L4,1.6L 122马力 L4,2.0L 143马力 L4,1.6L 105马力 L4,1.6L 105马力 L4
厂商指导价(元),5.29万,5.49万,4.99万,5.19万,5.89万,5.59万
厂商,东风小康,东风小康,东风小康,东风小康,东风小康,东风小康
卫星导航系统,●,●,-,-,●,-
助力类型,,,,,,
副座椅调节方式,,,,,,
前轮距(mm),1487,1487,1487,1487,1487,1487
前轮胎规格,,,,,,
前排座椅功能,-,-,-,-,-,-
前悬架类型,,,,,,
前制动器类型,,,,,,
