Feature,55662,56950,56951,58949,58950,66374,67814,70650,70651,71618
高度(mm),1796,1796,1796,1796,1796,1796,1802,1802,1802,1802
驾驶辅助影像,,,,-,,,,-,,
驾驶模式切换,,,,,,,,,,
驻车制动类型,,,,,,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-,-,-,-
陡坡缓降,●,●,●,●,●,●,●,●,●,●
防侧翻系统,-,-,-,-,-,●,-,-,-,-
长度(mm),5016,5016,5016,5016,5016,5016,5016,5016,5016,5016
长*宽*高(mm),5016*1909*1796,5016*1909*1796,5016*1909*1796,5016*1909*1796,5016*1909*1796,5016*1909*1796,5016*1909*1802,5016*1909*1802,5016*1909*1802,5016*1909*1802
钥匙类型,,,,,,,,,,
配气机构,-,-,-,-,-,-,DOHC,DOHC,DOHC,DOHC
道路交通标识识别,-,-,-,-,-,-,●,-,-,-
透明底盘/540度影像,-,-,-,-,-,-,●,-,●,●
远程启动功能,,,,,,,,,,
远光灯光源,,,,,,,,,,
进气形式,-,-,-,-,-,-,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,,,,
辅助驾驶等级,,-,-,-,,-,-,-,-,-
辅助泊车入位,●,-,-,-,-,-,-,-,-,-
轴距(mm),3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
轮圈材质,,,,,,,,,,
车门数(个),,,,,,,,,,
车门开启方式,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门
车道居中保持,●,-,-,-,●,-,-,-,-,-
车道偏离预警系统,●,-,-,-,●,-,●,-,-,-
车道保持辅助系统,●,-,-,-,●,-,●,-,-,-
车载空气净化器,●,●,●,-,●,-,●,●,●,●
车载智能系统,,,,,,,,,,
车载冰箱,●,-,-,-,●,-,-,-,-,-
车身结构_y,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV
车身结构_x,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,
车型名称,荣威iMAX8新能源 2022款 头等舱钻石版,荣威iMAX8新能源 2022款 黄金版,荣威iMAX8新能源 2022款 头等舱铂金版,荣威iMAX8新能源 2022款 白银版,荣威iMAX8新能源 2022款 头等舱钛金版,荣威iMAX8新能源 2024款 大客户行政专享版,荣威iMAX8新能源 2025款 1.5T DMH 陆尊奢享版,荣威iMAX8新能源 2025款 1.5T DMH 陆尊舒享版,荣威iMAX8新能源 2025款 1.5T DMH 陆尊至享版,荣威iMAX8新能源 2025款 1.5T DMH 富道版
车前雾灯,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,,-,-,-,,-,-,-,-,-
车内化妆镜,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●
