Feature,71220,71395,72145,72146
魔毯智能悬架,●,●,○,●
高精定位,●,●,●,●
高度(mm),1810,1810,1800,1810
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,,,,
驱动电机数,三电机,双电机,双电机,双电机
驱动方式,,,,
风阻系数(Cd),-,-,-,-
面部识别,●,●,●,●
零重力座椅,,-,-,-
隐藏电动门把手,●,●,●,●
陡坡缓降,●,●,●,●
防侧翻系统,●,●,●,●
长度(mm),5240,5240,5240,5240
长*宽*高(mm),5240*1999*1810,5240*1999*1810,5240*1999*1800,5240*1999*1810
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
遥控泊车,●,●,●,●
道路救援呼叫,●,●,●,●
道路交通标识识别,●,●,●,●
透明底盘/540度影像,●,●,●,●
远程启动功能,,,,
远光灯光源,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,
辅助驾驶路段,,,,
辅助驾驶芯片,,,,
辅助驾驶系统,,,,
辅助驾驶等级,,,,
辅助泊车入位,●,●,●,●
辅助变道,●,●,●,●
辅助匝道自动驶出(入),●,●,●,●
轴距(mm),3160,3160,3160,3160
轮圈材质,,,,
车顶行李架,●,●,●,●
车门数(个),,,,
车门开启方式,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●
车道偏离预警系统,●,●,●,●
车道保持辅助系统,●,●,●,●
车载空气净化器,●,●,●,●
车载智能系统,,,,
车载卫星通信,●,-,-,-
车载冰箱,●,●,●,●
车载KTV,●,●,●,●
车身结构_y,SUV,SUV,SUV,SUV
车身结构_x,5门6座SUV,5门6座SUV,5门6座SUV,5门6座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车机智能芯片,,,,
车型名称,领克900 2025款 2.0T 探索版,领克900 2025款 1.5T Ultra,领克900 2025款 1.5T Halo,领克900 2025款 2.0T Ultra
车前雾灯,-,-,-,-
车内香氛装置,●,●,●,●
车内环境氛围灯,,,,
车内摄像头数量,,,,
