Feature,48754,49096,49297
高度(mm),1685,1685,1685
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱
陡坡缓降,●,●,●
长度(mm),4610,4610,4610
长*宽*高(mm),4610*1876*1685,4610*1876*1685,4610*1876*1685
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
道路交通标识识别,●,-,-
远程启动功能,,,
远光灯光源,,,
进气形式,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,
运动风格座椅,●,●,-
辅助驾驶系统,,-,-
轴距(mm),2720,2720,2720
轮圈材质,,,
转向辅助灯,●,●,●
车顶行李架,●,●,●
车门数(个),5,5,5
车门开启方式,平开门,平开门,平开门
车道偏离预警系统,●,-,-
车道保持辅助系统,-,-,-
车载空气净化器,●,●,-
车载智能系统,,,
车身结构_y,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车型名称,MG领航新能源 2021款 Trophy系列 1.5T 混动Trophy旗舰版,MG领航新能源 2021款 Trophy系列 1.5T 混动Trophy尊享版,MG领航新能源 2021款 燃系列 1.5T 混动豪华版
车前雾灯,-,-,-
车内环境氛围灯,,,-
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车体结构,承载式,承载式,承载式
负离子发生器,●,●,-
语音识别控制系统,,,
行车电脑显示屏幕,,,
蓝牙/车载电话,●,●,●
自适应远近光,●,-,-
自动驻车,●,●,●
自动头灯,●,●,●
能量回收系统,●,●,●
能源类型,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,
缺气保用轮胎,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合扭矩(N·m),480,480,480
系统综合功率(kW),214,214,214
系统综合功率(Ps),291,291,291
简称,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）
第二排座椅调节,,,
空调温度控制方式,,,
离去角(°),28,28,28
百公里耗电量(kWh/100km),-,-,-
疲劳驾驶提示,-,-,-
电芯品牌,宁德伊控,宁德伊控,宁德伊控
电池能量(kWh),16.6,16.6,16.6
电池组质保,八年或15万公里,八年或15万公里,八年或15万公里
电池类型,三元锂电池,三元锂电池,三元锂电池
电机类型,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置
电动机总扭矩(N·m),230,230,230
电动机总功率(kW),90,90,90
电动机总功率(Ps),122,122,122
电动机(Ps),122,122,122
电动座椅记忆功能,-,-,-
电动后备厢位置记忆,●,●,-
电动后备厢,●,●,-
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,92号,92号,92号
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力
温度分区控制,●,●,●
液晶仪表尺寸,,,
油箱容积(L),37,37,37
气缸数(个),4,4,4
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
最高车速(km/h),200,200,200
最大马力(Ps),169,169,169
最大满载质量(kg),2196,2196,2196
最大扭矩转速(rpm),-,-,-
最大扭矩(N·m)_y,250,250,250
最大扭矩(N·m)_x,480,480,480
最大功率转速(rpm),-,-,-
最大功率(kW)_y,124,124,124
最大功率(kW)_x,214,214,214
最大净功率(kW),119,119,119
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,●,●,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1775,1775,1775
接近角(°),19,19,19
排量(mL),1490,1490,1490
换挡形式,,,
挡位个数,10,10,10
扬声器数量,,,
扬声器品牌名称,,,-
手机无线充电功能,,-,-
手机互联/映射,-,-,-
手机APP远程功能,,,
慢充时间(小时)_y,5,5,5
慢充时间(小时)_x,5,5,5
感应雨刷功能,,-,-
快充电量百分比,-,-,-
快充电量(%),-,-,-
快充时间(小时)_y,-,-,-
快充时间(小时)_x,-,-,-
座椅材质,,,
座位数(个),5,5,5
并线辅助,●,-,-
巡航系统,,,
导航路况信息显示,●,●,●
宽度(mm),1876,1876,1876
实测续航里程(km),68,-,-
实测油耗(L/100km),7.3,-,-
实测100-0km/h制动(m),36.4,-,-
实测0-100km/h加速(s),6.99,-,-
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,无,无,无
哨兵模式/千里眼,●,-,-
后雨刷,●,●,●
后轮距(mm),1593,1593,1593
后轮胎规格,235/45 R19,235/50 R18,235/50 R18
后排独立空调,-,-,-
后排杯架,●,●,●
后排座椅放倒形式,,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●
后备厢容积(L),463-1287,463-1287,463-1287
后制动器类型,盘式,盘式,盘式
变速箱类型,机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT)
变速箱,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）
发动机电子防盗,●,●,●
发动机布局,横置,横置,横置
发动机型号,15E4E,15E4E,15E4E
发动机启停技术,-,-,-
发动机,1.5T 169马力 L4,1.5T 169马力 L4,1.5T 169马力 L4
厂商指导价(元),18.38万,17.38万,16.38万
厂商,上汽集团,上汽集团,上汽集团
卫星导航系统,●,●,●
助力类型,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1574,1574,1574
前轮胎规格,235/45 R19,235/50 R18,235/50 R18
前电动机最大扭矩(N·m),230,230,230
前电动机最大功率(kW),90,90,90
前方碰撞预警,●,-,-
前排座椅功能,,,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,-,-
供油方式,直喷,直喷,直喷
低速行车警告,●,●,●
主座椅调节方式,,,
主动刹车/主动安全系统,●,-,-
