Feature,1016352,1016353,1016650,1016651,1016652
高度(mm),2030,2080,2030,2045,2050
驾驶辅助影像,,,,,
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱
陡坡缓降,-,-,-,-,-
长度(mm),5180,5470,4820,5470,5150
长*宽*高(mm),5180*1590*2030,5470*1635*2080,4820*1590*2030,5470*1590*2045,5150*1635*2050
钥匙类型,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,
轴距(mm),3200,3400,2900,3400,3200
轮圈材质,,,,,
车门数(个),2,4,2,4,2
车身结构_y,货车,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-
车窗防夹手功能,-,-,-,-,-
车型名称,金杯T2S 2023款 1.5L标准型载货汽车单排3.05米后单轮国VI SWC15M,金杯T2S 2023款 1.5L标准型载货汽车双排2.55米后双轮国VI SWC15M,金杯T2S 2023款 1.5L标准型载货汽车单排2.7米后单轮国VI SWC15M,金杯T2S 2023款 1.5L标准型载货汽车双排2.55米后单轮国VI SWC15M,金杯T2S 2023款 1.5L标准型载货汽车单排3.05米后双轮国VI SWC15M
车前雾灯,,,,,
车内环境氛围灯,-,-,-,-,-
车内化妆镜,-,-,-,-,-
车内中控锁,●,●,○,●,●
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),3050x1500x355,2550x1540x355,2700x1500x355,2550x1500x355,3050x1540x355
行车电脑显示屏幕,-,-,-,-,-
行程(mm),-,-,-,-,-
蓝牙/车载电话,○,○,○,○,○
自适应远近光,-,-,-,-,-
自动驻车,-,-,-,-,-
自动头灯,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油
胎压监测功能,-,-,-,-,-
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-
缸体材料,未知,未知,未知,未知,未知
级别,微卡,微卡,微卡,微卡,微卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-,-
空调温度控制方式,,,,,
电动座椅记忆功能,-,-,-,-,-
电动后备厢,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-
油箱容积(L),-,-,-,-,-
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
每缸气门数(个),未知,未知,未知,未知,未知
最高车速(km/h),-,-,-,-,-
最小离地间隙(mm),-,-,-,-,-
最大马力(Ps),102,102,102,102,102
最大载重质量(kg),1495,1475,1495,1475,1495
最大扭矩转速(rpm),-,-,-,-,-
最大扭矩(N·m)_y,-,-,-,-,-
最大扭矩(N·m)_x,-,-,-,-,-
最大功率转速(rpm),-,-,-,-,-
最大功率(kW)_y,75,75,75,75,75
最大功率(kW)_x,75,75,75,75,75
无钥匙进入功能,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,-,-,-,-,-
整车质保,-,-,-,-,-
整备质量(kg),1195,1300,1145,1250,1230
排量(mL),1451,1451,1451,1451,1451
挡位个数,5,5,5,5,5
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
感应雨刷功能,-,-,-,-,-
座椅材质,,,,,
座位数(个),2,5,2,5,2
并线辅助,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-
巡航系统,-,-,-,-,-
