Feature,1019700,1019701,1019702,1019703
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-
中控彩色屏幕,-,-,-,-
中控屏幕尺寸,-,-,-,-
上市时间,2025.01,2025.01,2025.01,2025.01
USB/Type-C接口数量,,,,
OTA升级,-,-,-,-
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-
CLTC纯电续航里程(km)_y,300,280,300,280
CLTC纯电续航里程(km)_x,300,280,300,280
ABS防抱死,●,●,●,●
