Feature,66660,69072,69706,69707,72394,72395
高度(mm),1760,1760,1760,1760,1760,1760
驾驶辅助影像,,,,,,
驾驶模式切换,,,,,,
驻车制动类型,,,,,,
驱动电机数,双电机,双电机,双电机,双电机,单电机,单电机
驱动方式,,,,,,
首任车主质保政策,,,,,,
风阻系数(Cd),0.327,0.327,0.327,0.327,0.327,0.327
面部识别,-,●,-,●,-,-
陡坡缓降,●,●,●,●,●,●
长度(mm),4995,4995,4995,4995,4995,4995
长*宽*高(mm),4995*1960*1760,4995*1960*1760,4995*1960*1760,4995*1960*1760,4995*1960*1760,4995*1960*1760
钥匙类型,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●
远程启动功能,,,,,,
远光灯光源,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,
辅助驾驶等级,,,,,,
轴距(mm),2920,2920,2920,2920,2920,2920
轮圈材质,,,,,,
转向辅助灯,●,●,●,●,●,●
车顶行李架,●,●,●,●,●,●
车门数(个),,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●
车载空气净化器,-,●,-,●,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门6座SUV,5门6座SUV,5门7座SUV,5门7座SUV,5门6座SUV,5门7座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●
车窗一键升降功能,,,,,,
车型名称,红旗HS7 PHEV 2024款 2.0T PHEV 四驱旗畅版 6座,红旗HS7 PHEV 2024款 2.0T PHEV 四驱旗领版 6座,红旗HS7 PHEV 2024款 2.0T PHEV 四驱旗畅版 7座,红旗HS7 PHEV 2024款 2.0T PHEV 四驱旗领版 7座,红旗HS7 PHEV 2024款 2.0T PHEV 两驱旗享版 6座,红旗HS7 PHEV 2024款 2.0T PHEV 两驱旗享版 7座
车前雾灯,,,,,,
车内环境氛围灯,,,,,,
车内摄像头数量,-,,-,,-,-
车内化妆镜,,,,,,
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,
负离子发生器,-,●,-,●,-,-
语音识别控制系统,,,,,,
语音助手唤醒词,,,,,,
语音分区域唤醒识别,,,,,,
行车电脑显示屏幕,,,,,,
行李厢12V电源接口,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●
能源类型_y,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
系统综合功率(kW),358,358,358,358,-,-
系统综合功率(Ps),487,487,487,487,0,0
简称,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT
第二排独立座椅,●,●,-,-,●,-
第二排座椅调节,,,,,,
第二排座椅功能,-,,-,,-,-
第三排座椅调节,,,,,,
空调温度控制方式,,,,,,
空气质量监测,-,●,-,●,-,-
离去角(°),22,22,22,22,22,22
百公里耗电量(kWh/100km),18.7,18.7,18.7,18.7,17.4,17.4
疲劳驾驶提示,●,●,●,●,●,●
电芯品牌,,,,,,
电能当量燃料消耗量(L/100km),3.84,3.84,3.84,3.84,-,-
电池预加热,●,●,●,●,●,●
电池能量(kWh),20.1,20.1,20.1,20.1,20.1,20.1
电池类型,,,,,,
电池快充电量范围(%)_y,20-80,20-80,20-80,20-80,20-80,20-80
电池快充电量范围(%)_x,20-80,20-80,20-80,20-80,20-80,20-80
电池快充时间(小时)_y,0.42,0.42,0.42,0.42,0.42,0.42
电池快充时间(小时)_x,0.42,0.42,0.42,0.42,0.42,0.42
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷
