Feature,63023,63927,63941,63942,63943,65043,65947
高度(mm),1652,1652,1652,1652,1652,1652,1652
驾驶辅助影像,,,,,,,
驾驶模式切换,,,,,,,
驻车制动类型,,,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,,,
风阻系数(Cd),0.27,0.27,0.27,0.27,0.27,0.27,0.27
隐藏电动门把手,●,-,●,●,●,●,-
陡坡缓降,-,-,-,-,-,-,-
长度(mm),4295,4295,4295,4295,4295,4295,4295
长*宽*高(mm),4295*1850*1652,4295*1850*1652,4295*1850*1652,4295*1850*1652,4295*1850*1652,4295*1850*1652,4295*1850*1652
钥匙类型,,,,,,,
遥控泊车,●,-,-,-,-,●,-
透明底盘/540度影像,●,-,-,-,-,●,-
远光灯光源,,,,,,,
近光灯光源,,,,,,,
辅助驾驶系统,,-,-,-,-,,-
辅助驾驶等级,,-,-,-,-,,-
轴距(mm),2700,2700,2700,2700,2700,2700,2700
轮圈材质,,,,,,,
转向辅助灯,●,-,-,-,●,-,-
车门数(个),,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,-,-,-,-,●,-
车道偏离预警系统,●,-,-,-,-,●,-
车道保持辅助系统,●,-,-,-,-,●,-
车载空气净化器,-,-,-,-,-,-,-
车载智能系统,,,,,,,
车身结构_y,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车
车身结构_x,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,
车机系统存储(GB),,,,,,,
车机系统内存(GB),,,,,,,
车机智能芯片,,,,,,,
车型名称,宝骏云朵 2023款 460 Max 灵犀版,宝骏云朵 2023款 360 Plus,宝骏云朵 2023款 360 Pro,宝骏云朵 2023款 460 Pro,宝骏云朵 2023款 460 Max,宝骏云朵 2023款 460 Pro 灵犀版,宝骏云朵 2023款 460 Plus 运营专属版
车前雾灯,-,-,-,-,-,-,-
车内环境氛围灯,,-,-,-,,-,-
车内化妆镜,,-,,,,,-
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音连续识别,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,
语音分区域唤醒识别,,,,,,,
语音免唤醒词,●,●,●,●,●,●,●
记忆泊车,●,-,-,-,-,●,-
行车电脑显示屏幕,,,,,,,
