Feature,66809,66810
高度(mm),1980,1980
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,,
驱动电机数,单电机,单电机
驱动方式,,
风阻系数(Cd),-,-
陡坡缓降,-,-
长度(mm),5200,5200
长*宽*高(mm),5200*1890*1980,5200*1890*1980
钥匙类型,,
远程启动功能,,
远光灯光源,,
近光灯光源,,
轴距(mm),3080,3080
轮圈材质,,
车门数(个),,
车门开启方式,平开门+侧滑门,平开门+侧滑门
车道偏离预警系统,○,●
车道保持辅助系统,-,-
车载空气净化器,-,-
车身结构_y,MPV,MPV
车身结构_x,4门7/8/9座MPV,4门7/8/9座MPV
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,○,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车型名称,瑞风E4 2024款 精英版,瑞风E4 2024款 尊享版
车前雾灯,,
车内环境氛围灯,-,-
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,-,-
车体结构,承载式,承载式
语音识别控制系统,,
语音分区域唤醒识别,,
行车电脑显示屏幕,,
蓝牙/车载电话,○,●
自适应远近光,-,-
自动驻车,-,-
自动头灯,-,-
能源类型,纯电动,纯电动
胎压监测功能,,
缺气保用轮胎,-,-
级别,中大型MPV,中大型MPV
简称,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,●,●
第二排座椅调节,,
空调温度控制方式,,
百公里耗电量(kWh/100km),19.9,19.9
疲劳驾驶提示,-,-
电芯品牌,,
电池能量(kWh),75.2,75.2
电池类型,,
电池慢充电量范围(%)_y,0-80,0-80
电池慢充电量范围(%)_x,0-80,0-80
电池慢充时间(小时)_y,10,10
电池慢充时间(小时)_x,10,10
电池快充电量范围(%)_y,15-80,15-80
电池快充电量范围(%)_x,15-80,15-80
电池快充时间(小时)_y,1,1
电池快充时间(小时)_x,1,1
电机类型,永磁/同步,永磁/同步
电机布局,后置,后置
电动机总扭矩(N·m),320,320
电动机总功率(kW),130,130
电动机总功率(Ps),177,177
电动机(Ps),177,177
电动座椅记忆功能,-,-
电动后备厢,-,-
牵引力控制(ASR/TCS/TRC等),●,●
满载最小离地间隙(mm),130,130
温度分区控制,●,●
液晶仪表尺寸,,
最高车速(km/h),130,130
最大满载质量(kg),2895,2895
最大扭矩(N·m),320,320
最大功率(kW),130,130
无钥匙进入功能,-,-
无钥匙启动系统,-,-
方向盘记忆,-,-
方向盘材质,,
方向盘换挡,-,-
方向盘加热,-,-
方向盘位置调节,,
整车质保,-,-
整备质量(kg),2220,2220
换挡形式,,
挡位个数,1,1
扬声器数量,,
扬声器品牌名称,-,-
手机无线充电功能,-,-
手机互联/映射,-,-
手机APP远程功能,,
慢充接口位置,车右前侧,车右前侧
感应雨刷功能,-,-
快充接口位置,车右前侧,车右前侧
快充功能,支持,支持
座椅材质,,
座椅布局,,
座位数(个),,
并线辅助,-,-
巡航系统,,
导航路况信息显示,○,●
宽度(mm),1890,1890
官方0-100km/h加速(s),-,-
安全带未系提醒,,
天窗类型,-,
大灯高度可调,●,●
大灯延时关闭,-,-
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,,
后雨刷,●,●
后轮距(mm),1545,1545
后轮胎规格,,
后电动机最大扭矩(N·m),320,320
后电动机最大功率(kW),130,130
后电动机型号,TZ220XSLJC60C,TZ220XSLJC60C
后排独立空调,-,-
后排杯架,-,-
后排座椅放倒形式,,
后悬架类型,,
后座出风口,●,●
后备厢容积(L),-,-
后制动器类型,,
变速箱类型,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),18.98万,19.98万
厂商,江汽集团,江汽集团
卫星导航系统,○,●
助力类型,,
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1570,1570
前轮胎规格,,
前电动机最大扭矩(N·m),-,-
前电动机最大功率(kW),-,-
前排座椅功能,-,-
前悬架类型,,
前制动器类型,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-
前/后排侧气囊,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内后视镜功能,,
全液晶仪表盘,-,-
侧滑门形式,,
低速行车警告,●,●
主座椅调节方式,,
主动刹车/主动安全系统,-,-
主/副驾驶座电动调节,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,-,-
上市时间,2024.02,2024.02
上坡辅助,●,●
Wi-Fi热点,○,●
USB/Type-C接口数量,,
OTA升级,-,-
LED日间行车灯,●,●
ISOFIX儿童座椅接口,-,-
CLTC纯电续航里程(km)_y,405,405
CLTC纯电续航里程(km)_x,405,405
ABS防抱死,●,●
4G/5G网络,,
