Feature,67773,69960,69961,70275,71971,72018,72019,72020
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
电池快充时间(小时)_x,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置
电动机总马力(Ps),680,680,680,680,680,680,680,680
电动机总扭矩(N·m),760,760,760,760,760,760,760,760
电动机总功率(kW),500,500,500,500,500,500,500,500
电动机(Ps),680,680,680,680,680,680,680,680
电动座椅记忆功能,,,,,,,,
电动吸合车门,,,,,,,,
电动后备厢,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号
热泵空调,●,●,●,●,●,●,●,●
激光雷达线数,,,,,,,,
激光雷达点云数量,,,,,,,,
激光雷达数量,,,,,,,,
激光雷达品牌,,,,,,,,
激光雷达10%反射率探测距离,,,,,,,,
温度分区控制,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,
涉水感应系统,●,●,●,●,●,●,●,●
油箱容积(L),91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5
气缸数(个),4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L
毫米波雷达数量,,,,,,,,
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),180,180,180,180,180,180,180,180
最小转弯半径(m),2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95
最小离地间隙(mm),220,220,220,220,220,220,220,220
最大马力(Ps),245,245,245,245,245,245,245,245
最大满载质量(kg),3905,3905,3905,3905,3950,3950,3950,3950
最大涉水深度(mm),890,890,890,890,890,890,890,890
最大扭矩转速(rpm),-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,380,380,380,380,380,380,380,380
最大扭矩(N·m)_x,760,760,760,760,760,760,760,760
最大功率转速(rpm),-,-,-,-,-,-,-,-
最大功率(kW)_y,180,180,180,180,180,180,180,180
最大功率(kW)_x,550,550,550,550,550,550,550,550
最大净功率(kW),180,180,180,180,180,180,180,180
最低荷电状态油耗(L/100km),8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
无钥匙进入功能,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘记忆,●,●,●,●,●,●,●,●
方向盘离手检测,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,●,●,●,●,●,●,●,●
方向盘位置调节,,,,,,,,
整车质保,,,,,,,,
整备质量(kg),3305,3305,3305,3305,3390,3390,3390,3390
摄像头数量,,,,,,,,
接近角(°),30,30,30,30,30,30,30,30
排量(mL),1997,1997,1997,1997,1997,1997,1997,1997
换挡形式,,,,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速
拖车取电口,○,○,○,○,○,○,○,○
拖挂钩,,,,,,,,
拖挂模式,●,●,●,●,●,●,●,●
扬声器数量,,,,,,,,
扬声器品牌名称,,,,,,,,
手机无线充电功能,,,,,,,,
手机无线充电功率,,,,,,,,
手机互联/映射,,,,,,,,
手机APP远程功能,,,,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,,,,
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),120,120,120,120,120,120,120,120
循迹倒车,●,●,●,●,●,●,●,●
座椅材质,,,,,,,,
座椅布局,,,,,,,,
座位数(个),,,,,,,,
应用商店,●,●,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●
对外交流放电功率(kW),6,6,6,6,6,6,6,6
宽度(mm),1994,1994,1994,1994,1994,1994,1994,1994
官方0-100km/h加速(s),4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
安全带未系提醒,,,,,,,,
天窗类型,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●
夜视系统,-,●,●,-,●,●,-,-
多指飞屏操控,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,,,,,,,,
备胎放置方式,,,,,,,,
坦克转弯,●,●,●,●,●,●,●,●
地图品牌,,,,,,,,
四驱形式,,,,,,,,
哨兵模式/千里眼,●,●,●,●,●,●,●,●
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),1670,1670,1670,1670,1670,1670,1670,1670
后轮胎规格,,,,,,,,
后电动机最大扭矩(N·m),400,400,400,400,400,400,400,400
后电动机最大功率(kW),300,300,300,300,300,300,300,300
后电动机型号,TZ200XYW,TZ200XYW,TZ200XYW,TZ200XYW,TZ200XYW,TZ200XYW,TZ200XYW,TZ200XYW
后电动机品牌,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
后方碰撞预警,●,●,●,●,●,●,●,●
后排独立空调,●,●,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●,●
后排控制多媒体,●,●,●,●,●,●,●,●
后排座椅电动放倒,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●,●
后悬架类型,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,
可见即可说,●,●,●,●,●,●,●,●
可变悬架功能,,,,,,,,
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,BYD487ZQD,BYD487ZQD,BYD487ZQD,BYD487ZQD,BYD487ZQD,BYD487ZQD,BYD487ZQD,BYD487ZQD
发动机,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4
厂商指导价(元),38.78万,40.78万,39.98万,37.98万,42.38万,41.58万,39.58万,40.38万
厂商,方程豹,方程豹,方程豹,方程豹,方程豹,方程豹,方程豹,方程豹
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,,,,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●,●,●,●
副驾娱乐屏尺寸,,,,,,,,
副座椅调节方式,,,,,,,,
前轮距(mm),1670,1670,1670,1670,1670,1670,1670,1670
前轮胎规格,,,,,,,,
前电动机最大扭矩(N·m),360,360,360,360,360,360,360,360
前电动机最大功率(kW),200,200,200,200,200,200,200,200
前电动机型号,TZ220XYAB,TZ220XYAB,TZ220XYAB,TZ220XYAB,TZ220XYAB,TZ220XYAB,TZ220XYAB,TZ220XYAB
前电动机品牌,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
前方碰撞预警,●,●,●,●,●,●,●,●
前方最大探测距离,,,,,,,,
前方感知摄像头,,,,,,,,
前排座椅功能,,,,,,,,
前排中间气囊,●,●,●,●,●,●,●,●
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
准拖挂车总质量(kg),2500,2500,2500,2500,2500,2500,2500,2500
内置行车记录仪,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●,●
信号灯识别,●,●,●,●,●,●,●,●
侧窗多层隔音玻璃,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●,●,●
低速四驱,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动式环境氛围灯,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
中央差速器锁止功能,●,●,●,●,●,●,●,●
上市时间,2024.11,2024.11,2024.11,2024.11,2025.03,2025.03,2025.03,2025.03
上坡辅助,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
WLTC纯电续航里程(km)_y,100,100,100,100,100,100,100,100
WLTC纯电续航里程(km)_x,100,100,100,100,100,100,100,100
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
ETC装置,●,●,●,●,●,●,●,●
DeepSeek应用,,,,,,,,
DOW开门预警,●,●,●,●,●,●,●,●
CLTC综合续航(km),1200,1200,1200,1200,1200,1200,1200,1200
AR-HUD增强现实抬头显示,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
220V/230V电源,●,●,●,●,●,●,●,●
