Feature,1018930,1019172,1019398
高度(mm),1790,1790,1790
驾驶辅助影像,,-,-
驾驶模式切换,-,-,-
驻车制动类型,,,
驱动电机数,单电机,单电机,单电机
驱动方式,,,
风阻系数(Cd),-,-,-
陡坡缓降,-,-,-
长度(mm),4515,4515,4515
长*宽*高(mm),4515*1725*1790,4515*1725*1790,4515*1725*1790
钥匙类型,,-,
配气机构,-,-,-
远光灯光源,,-,
进气形式,-,自然吸气,-
近光灯光源,,-,
轴距(mm),2850,2850,2850
轮圈材质,,-,
车门数(个),,,
车门开启方式,平开门,平开门,平开门
车道偏离预警系统,-,-,-
车道保持辅助系统,-,-,-
车载空气净化器,-,-,-
车身结构_y,客车,客车,客车
车身结构_x,客车,客车,客车
车身稳定控制(ESC/ESP/DSC等),-,-,-
车联网,-,-,-
车窗防夹手功能,-,-,-
车窗一键升降功能,-,-,-
车型名称,五菱宏光新能源 2024款 纯电版 300KM 标准型,五菱宏光新能源 2024款 增程版,五菱宏光新能源 2024款 纯电版 300KM 实用型
车前雾灯,-,-,-
车内环境氛围灯,-,-,-
车内化妆镜,-,-,-
车内中控锁,●,-,●
车内PM2.5过滤装置,-,-,-
车体结构,承载式,承载式,承载式
语音识别控制系统,-,-,-
行车电脑显示屏幕,,-,
蓝牙/车载电话,●,-,●
自适应远近光,-,-,-
自动驻车,-,-,-
自动头灯,-,-,-
能量回收系统,●,-,●
能源类型_y,纯电动,增程式,纯电动
能源类型_x,纯电动,增程式,纯电动
胎压监测功能,,-,
缸盖材料,-,-,-
缸体材料,-,-,-
级别,微面,微面,微面
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-
空调温度控制方式,,-,
离去角(°),25,25,25
疲劳驾驶提示,-,-,-
电芯品牌,,,
电池预加热,●,-,●
电池能量(kWh),32.6,-,32.6
电池类型,,,
电池特有技术,五菱红1号电池,-,五菱红1号电池
电池慢充电量范围(%)_y,20-100,-,20-100
电池慢充电量范围(%)_x,20-100,-,20-100
电池慢充时间(小时)_y,9.8,-,9.8
电池慢充时间(小时)_x,9.8,-,9.8
电池快充电量范围(%)_y,30-80,-,30-80
电池快充电量范围(%)_x,30-80,-,30-80
电池快充时间(小时)_y,0.5,-,0.5
电池快充时间(小时)_x,0.5,-,0.5
电机类型,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置
电动机总马力(Ps),102,-,102
电动机总扭矩(N·m),180,-,180
电动机总功率(kW),75,-,75
电动机(Ps),102,102,102
电动座椅记忆功能,-,-,-
电动后备厢,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-
温度分区控制,-,-,-
液晶仪表尺寸,-,-,-
气缸数(个),-,4,-
气缸排列形式,-,L,-
每缸气门数(个),-,4,-
最高车速(km/h),135,135,135
最大马力(Ps),102,99,102
最大满载质量(kg),1850,1990,1850
最大扭矩转速(rpm),-,-,-
最大扭矩(N·m)_y,180,-,180
最大扭矩(N·m)_x,180,-,180
最大功率转速(rpm),-,-,-
最大功率(kW)_y,75,73,75
最大功率(kW)_x,75,-,75
最大净功率(kW),-,70,-
无钥匙进入功能,-,-,-
无钥匙启动系统,-,-,-
方向盘记忆,-,-,-
方向盘材质,,-,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,-,-,-
整车质保,-,-,-
整备质量(kg),1275,1430,1275
推荐燃油标号,-,92号,-
接近角(°),20,20,20
排量(mL),-,1498,-
换挡形式,,-,
挡位个数,1,1,1
扬声器数量,,-,
扬声器品牌名称,-,-,-
手机无线充电功能,-,-,-
手机互联/映射,-,-,-
感应雨刷功能,-,-,-
座椅材质,,-,
座位数(个),,,
并线辅助,-,-,-
巡航系统,-,-,-
导航路况信息显示,-,-,-
宽度(mm),1725,1725,1725
官方0-100km/h加速(s),-,-,-
安全带未系提醒,-,-,-
天窗类型,-,-,-
大灯高度可调,●,-,●
大灯延时关闭,-,-,-
多媒体/充电接口,,-,
多功能方向盘,-,-,-
外后视镜功能,-,-,-
备胎规格,-,-,-
后雨刷,-,-,-
后轮距(mm),1500,1500,1500
后轮胎规格,,,
后电动机最大扭矩(N·m),180,-,180
后电动机最大功率(kW),75,-,75
后电动机型号,TZ180XS375,-,TZ180XS375
后电动机品牌,柳州赛克,-,柳州赛克
后排独立空调,-,-,-
后排杯架,-,-,-
后排座椅放倒形式,,-,
后悬架类型,,,
后座出风口,-,-,-
后备厢容积(L),-,-,-
后制动器类型,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-,-
发动机型号,-,LBH,-
发动机,-,增程器 99马力,-
厂商指导价(元),7.28万,-,6.98万
厂商,上汽通用五菱,上汽通用五菱,上汽通用五菱
卫星导航系统,-,-,-
助力类型,,,
副座椅调节方式,,-,
前轮距(mm),1485,1485,1485
前轮胎规格,,,
前排座椅功能,-,-,-
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-
前/后排侧气囊,-,-,-
前/后中央扶手,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-
制动力分配(EBD/CBC等),●,-,●
内后视镜功能,-,-,-
全液晶仪表盘,-,-,-
供油方式,-,-,-
主座椅调节方式,,-,
主动刹车/主动安全系统,-,-,-
主/副驾驶座电动调节,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副-,-,-
中控彩色屏幕,,-,-
中控屏幕尺寸,,-,-
上市时间,-,-,-
上坡辅助,-,-,-
USB/Type-C接口数量,,-,
OTA升级,-,-,-
LED日间行车灯,-,-,-
ISOFIX儿童座椅接口,-,-,-
CLTC纯电续航里程(km)_y,300,-,300
CLTC纯电续航里程(km)_x,300,-,300
ABS防抱死,●,-,●
