Feature,54115,63476
高度(mm),1777,1766
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,电子驻车,电子驻车
驱动方式,前置四驱,前置四驱
首任车主质保政策,-,-
陡坡缓降,●,●
限滑差速器/差速锁,,
长度(mm),4944,4948
长*宽*高(mm),4944*2015*1777,4948*2015*1766
钥匙类型,,
配气机构,DOHC,DOHC
道路救援呼叫,●,●
道路交通标识识别,○,○
远光灯光源,,
进气形式,双涡轮增压,双涡轮增压
近光灯光源,,
运动风格座椅,●,●
运动外观套件,●,●
辅助驾驶等级,,
轴距(mm),2972,2972
轮圈材质,,
转向头灯,●,●
车顶行李架,●,●
车门数(个),5,5
车门开启方式,-,平开门
车道居中保持,○,○
车道偏离预警系统,○,○
车道保持辅助系统,○,○
车载空气净化器,-,-
车载智能系统,,
车身结构_y,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车型名称,宝马X5 M 2022款 X5 M,宝马X5 M 2023款 X5 M 雷霆版
车前雾灯,-,-
车内香氛装置,○,○
车内环境氛围灯,,
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车体结构,承载式,承载式
语音识别控制系统,,
行车电脑显示屏幕,,
行程(mm),88.3,-
行李厢12V电源接口,●,●
蓝牙/车载电话,●,●
自适应远近光,●,●
自动驻车,●,●
自动泊车入位,●,●
自动头灯,●,●
自动变道辅助,○,○
能源类型,汽油,汽油
胎压监测功能,,
缺气保用轮胎,-,-
缸盖材料,铝合金,铝合金
缸径(mm),89,-
缸体材料,铝合金,铝合金
级别,中大型SUV,中大型SUV
简称,8挡手自一体,8挡手自一体
第二排座椅调节,-,-
第二排座椅功能,-,
空调温度控制方式,,
疲劳驾驶提示,●,●
电动座椅记忆功能,,
电动吸合车门,,
电动后备厢位置记忆,●,●
电动后备厢,●,●
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,95号,95号
燃料形式,汽油,汽油
满载最小离地间隙(mm),212,-
温度分区控制,●,●
液晶仪表尺寸,,
油箱容积(L),83,83
气缸数(个),8,8
气缸排列形式,V,V
每缸气门数(个),4,4
最高车速(km/h),250,250
最大马力(Ps),600,626
最大满载质量(kg),3000,-
最大扭矩转速(rpm),1800-5600,1800-5600
最大扭矩(N·m)_y,750,750
最大扭矩(N·m)_x,750,750
最大功率转速(rpm),6000,6000
最大功率(kW)_y,441,460
最大功率(kW)_x,441,460
最大净功率(kW),441,460
星空天窗,○,○
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,●,●
方向盘材质,,
方向盘换挡,●,●
方向盘加热,○,○
方向盘位置调节,,
整车质保,三年或10万公里,三年或10万公里
整备质量(kg),2440,-
排量(mL),4395,4395
换挡形式,,
挡位个数,8,8
扬声器数量,,
扬声器品牌名称,,
手机无线充电功能,,
手机互联/映射,,
手机APP远程功能,,
手势控制,●,○
感应雨刷功能,,
感应后备厢,●,●
循迹倒车,●,●
座椅材质,,
座位数(个),5,5
并线辅助,○,○
巡航系统,,
导航路况信息显示,●,●
宽度(mm),2015,2015
官方0-100km/h加速(s),3.9,3.9
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,无,无
四驱形式,适时四驱,适时四驱
后雨刷,●,●
后轮距(mm),1688,-
后轮胎规格,315/35 R21,315/35 R21
后排独立空调,●,●
后排液晶屏幕,,
后排杯架,●,●
后排座椅放倒形式,,
后排侧窗遮阳帘,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●
后备厢容积(L),650-1870,650-1870
后制动器类型,通风盘式,通风盘式
可变悬架功能,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体
发动机电子防盗,●,●
发动机布局,纵置,纵置
发动机型号,S63B44B,-
发动机启停技术,●,●
发动机,4.4T 600马力 V8,4.4T 626马力 V8
厂商指导价(元),143.89万,144.89万
厂商,宝马M,宝马M
卫星导航系统,●,●
助力类型,电动助力,电动助力
加热/制冷杯架,,
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1699,-
前轮胎规格,295/35 R21,295/35 R21
前方碰撞预警,●,●
前排座椅功能,,
