Feature,57911,57920
高度(mm),1730,1730
驾驶辅助影像,-,-
驾驶模式切换,-,-
驻车制动类型,电子驻车,电子驻车
驱动电机数,单电机,单电机
驱动方式,前置前驱,前置前驱
陡坡缓降,-,-
长度(mm),4788,4788
长*宽*高(mm),4788*1875*1730,4788*1875*1730
钥匙类型,-,-
配气机构,DOHC,DOHC
远光灯光源,-,-
进气形式,自然吸气,自然吸气
近光灯光源,-,-
轴距(mm),2815,2815
轮圈材质,-,-
车门数(个),5,5
车门开启方式,平开门,平开门
车道偏离预警系统,-,-
车道保持辅助系统,-,-
车载空气净化器,-,-
车身结构_y,SUV,SUV
车身结构_x,5门7座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),-,-
车联网,-,-
车窗防夹手功能,-,-
车窗一键升降功能,-,-
车型名称,北汽瑞翔X5新能源 2022款 两驱旗舰型7座版 110KM,北汽瑞翔X5新能源 2022款 两驱旗舰型5座版 110KM
车前雾灯,-,-
车内环境氛围灯,-,-
车内化妆镜,-,-
车内中控锁,-,-
车内PM2.5过滤装置,-,-
车体结构,承载式,承载式
语音识别控制系统,-,-
行车电脑显示屏幕,-,-
蓝牙/车载电话,-,-
自适应远近光,-,-
自动驻车,-,-
自动头灯,-,-
能源类型,插电式混合动力,插电式混合动力
胎压监测功能,-,-
缺气保用轮胎,-,-
缸盖材料,铝合金,铝合金
缸体材料,铝合金,铝合金
级别,中型SUV,中型SUV
简称,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,-,-
空调温度控制方式,-,-
百公里耗电量(kWh/100km),-,-
疲劳驾驶提示,-,-
电池能量(kWh),17.5,17.5
电池组质保,待查,待查
电机类型,永磁/同步,永磁/同步
电机布局,前置,前置
电动机总扭矩(N·m)_y,316,316
电动机总扭矩(N·m)_x,316,316
电动机总功率(kW)_y,132,132
电动机总功率(kW)_x,132,132
电动机总功率(Ps),179,179
电动机(Ps),180,180
电动座椅记忆功能,-,-
电动后备厢,-,-
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-
燃油标号,92号,92号
燃料形式,插电式混合动力,插电式混合动力
温度分区控制,-,-
液晶仪表尺寸,-,-
油箱容积(L),-,-
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),4,4
最高车速(km/h),-,-
最小转弯半径(m),5.8,5.8
最大马力(Ps),110,110
最大扭矩转速(rpm),-,-
最大扭矩(N·m),135,135
最大功率转速(rpm),-,-
最大功率(kW),81,81
最大净功率(kW),-,-
无钥匙进入功能,-,-
无钥匙启动系统,-,-
方向盘记忆,-,-
方向盘材质,-,-
方向盘换挡,-,-
方向盘加热,-,-
方向盘位置调节,-,-
整车质保,三年或10万公里,三年或10万公里
整备质量(kg),-,-
排量(mL),1498,1498
挡位个数,无级变速,无级变速
扬声器数量,-,-
扬声器品牌名称,-,-
手机无线充电功能,-,-
手机互联/映射,-,-
慢充时间(小时)_y,-,-
慢充时间(小时)_x,-,-
感应雨刷功能,-,-
快充电量百分比,-,-
快充电量(%),-,-
快充时间(小时)_y,-,-
快充时间(小时)_x,-,-
座椅材质,-,-
座位数(个),7,5
并线辅助,-,-
巡航系统,-,-
导航路况信息显示,-,-
宽度(mm),1875,1875
官方0-100km/h加速(s),8.3,8.3
安全带未系提醒,-,-
天窗类型,-,-
大灯高度可调,-,-
大灯延时关闭,-,-
多媒体/充电接口,-,-
多功能方向盘,-,-
外后视镜功能,-,-
备胎规格,非全尺寸,非全尺寸
后雨刷,-,-
后轮距(mm),1582,1582
后轮胎规格,235/50 R19,235/50 R19
后排独立空调,-,-
后排杯架,-,-
后排座椅放倒形式,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-
后备厢容积(L),-,-
后制动器类型,盘式,盘式
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,-,-
发动机最大扭矩(N·m),135,135
发动机最大功率(kW),81,81
发动机布局,横置,横置
发动机型号,BYD472Q2,BYD472Q2
发动机,1.5L 110马力 L4,1.5L 110马力 L4
厂商指导价(元),0.00万,0.00万
厂商,北汽瑞翔,北汽瑞翔
卫星导航系统,-,-
助力类型,电动助力,电动助力
副驾驶位后排可调节按钮,-,-
副座椅调节方式,-,-
前轮距(mm),1580,1580
前轮胎规格,235/50 R19,235/50 R19
前电动机最大扭矩(N·m),316,316
前电动机最大功率(kW),132,132
前排座椅功能,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,-,-
前/后电动车窗,-,-
前/后排头部气囊(气帘),-,-
前/后排侧气囊,-,-
前/后中央扶手,-,-
刹车辅助(EBA/BAS/BA等),-,-
制动力分配(EBD/CBC等),-,-
内后视镜功能,-,-
全液晶仪表盘,-,-
供油方式,多点电喷,多点电喷
主座椅调节方式,-,-
主动刹车/主动安全系统,-,-
主/副驾驶座电动调节,-,-
主/副驾驶座安全气囊,-,-
中控彩色屏幕,-,-
中控屏幕尺寸,-,-
上坡辅助,-,-
USB/Type-C接口数量,-,-
OTA升级,-,-
NEDC综合油耗(L/100km),1.3,1.3
LED日间行车灯,-,-
ISOFIX儿童座椅接口,-,-
CLTC纯电续航里程(km)_y,110,110
CLTC纯电续航里程(km)_x,110,110
ABS防抱死,-,-
