Feature,60007,60008,60009,60010,60011,60012
座椅布局,,-,,,-,
座位数(个),,,,,,
并线辅助,-,-,-,-,-,-
巡航系统,-,,,-,-,-
导航路况信息显示,●,●,●,●,●,●
宽度(mm),1945,1945,1945,1945,1945,1945
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提醒,,,,,,
天窗类型,-,,,-,,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,,,,,,
地图品牌,,,,,,
后雨刷,●,●,●,●,●,●
后轮距(mm),1620,1620,1620,1620,1620,1620
后轮胎规格,,,,,,
后电动机最大扭矩(N·m),240,240,240,240,240,240
后电动机最大功率(kW),120,120,120,120,120,120
后排独立空调,○,●,●,○,●,●
后排杯架,●,●,-,○,●,-
后排座椅放倒形式,-,-,-,-,-,-
后悬架类型,,,,,,
后座出风口,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-
后制动器类型,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,●,●,-,-,-
发动机布局,横置,横置,横置,-,-,-
发动机型号,JLH-3G15TDF,JLH-3G15TDF,JLH-3G15TDF,-,-,-
发动机,增程式 163马力,增程式 163马力,增程式 163马力,纯电动,纯电动,纯电动
厂商指导价(元),33.98万,35.98万,36.98万,33.98万,35.98万,36.98万
厂商,LEVC,LEVC,LEVC,LEVC,LEVC,LEVC
卫星导航系统,●,●,●,●,●,●
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,-,,,-,,
前轮距(mm),1620,1620,1620,1620,1620,1620
前轮胎规格,,,,,,
前方碰撞预警,-,●,●,-,-,-
前排座椅功能,-,,,-,,
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
供油方式,直喷,直喷,直喷,-,-,-
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动刹车/主动安全系统,-,●,●,-,-,-
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2022.10,2022.10,2022.10,2022.10,2022.10,2022.10
上坡辅助,●,●,●,●,●,●
三电系统质保,,,,,,
Wi-Fi热点,●,●,●,●,●,●
WLTC综合油耗(L/100km),2.12,2.12,2.12,-,-,-
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
NEDC综合油耗(L/100km),1.5,1.5,1.5,-,-,-
NEDC纯电续航里程(km)_y,120,120,120,-,-,-
NEDC纯电续航里程(km)_x,120,120,120,-,-,-
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,-,-,-,410,410,410
CLTC纯电续航里程(km)_x,-,-,-,410,410,410
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
220V/230V电源,-,●,●,-,●,●
