Feature,1007643,1007644,1007645,1007646,1007647,1007648,1007649,1007650,1007651,1007652
高度(mm),2030,2130,2030,2130,1970,1970,2070,1970,1970,2070
驾驶辅助影像,-,-,-,-,-,-,-,-,-,-
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱
陡坡缓降,-,-,-,-,-,-,-,-,-,-
长度(mm),5410,5515,5410,5515,4680,4980,5350,4680,4980,5350
长*宽*高(mm),5410×1785×2030,5515×1785×2130,5410×1785×2030,5515×1785×2130,4680×1690×1970,4980×1690×1970,5350×1690×2070,4680×1690×1970,4980×1690×1970,5350×1690×2070
钥匙类型,,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,,,,,,
轴距(mm),3400,3400,3400,3400,3050,3050,3400,3050,3050,3400
轮圈材质,-,-,-,-,-,-,-,-,-,-
车门数(个),2,4,2,4,2,2,4,2,2,4
车身结构_y,货车,货车,货车,货车,货车,货车,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车,货车,货车,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-,-,-,-
车型名称,西部牛仔 2019款 1.5L N7带空调单排后双轮4A15L,西部牛仔 2019款 1.5L N7带空调双排后双轮4A15L,西部牛仔 2019款 1.5L N7单排后双轮4A15L,西部牛仔 2019款 1.5L N7双排后双轮4A15L,西部牛仔 2019款 1.5L N5带空调单排后单轮2750mm货箱4A15L,西部牛仔 2019款 1.5L N5带空调单排后单轮3050mm货箱4A15L,西部牛仔 2019款 1.5L N5带空调双排后单轮2600mm货箱4A15L,西部牛仔 2019款 1.5L N5单排后单轮2750mm货箱4A15L,西部牛仔 2019款 1.5L N5单排后单轮3050mm货箱4A15L,西部牛仔 2019款 1.5L N5双排后单轮2600mm货箱4A15L
车前雾灯,,,,,,,,,,
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●,●,●
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),3450x1720x370/600,2750x1720x370/600,3450x1720x370/600,2750x1720x370/600,2750x1620x370/600,3050x1620x370/600,2600x1620x370/600,2750x1620x370/600,3050x1620x370/600,2600x1620x370/600
行车电脑显示屏幕,-,-,-,-,-,-,-,-,-,-
行程(mm),91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8
蓝牙/车载电话,-,-,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,-,-,-,-,-,-,-,-,-,-
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),72,72,72,72,72,72,72,72,72,72
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,-,-,,,,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-
环保标准_y,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
环保标准_x,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-,-,-,-,-
油箱容积(L),-,-,-,-,-,-,-,-,-,-
气缸数(个),4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4
最高车速(km/h),100,100,100,100,100,100,100,100,100,100
最小离地间隙(mm),175,175,175,175,175,175,175,175,175,175
最大马力(Ps),102,102,102,102,102,102,102,102,102,102
最大载重质量(kg),-,-,-,-,-,-,-,-,-,-
最大满载质量(kg),-,-,-,-,-,-,-,-,-,-
最大扭矩转速(rpm),-,-,-,-,4000-4600,4000-4600,4000-4600,4000-4600,4000-4600,4000-4600
最大扭矩(N·m)_y,-,-,-,-,132,132,132,132,132,132
最大扭矩(N·m)_x,-,-,-,-,132,132,132,132,132,132
最大功率转速(rpm),-,-,-,-,6000,6000,6000,6000,6000,6000
最大功率(kW)_y,75,75,75,75,75,75,75,75,75,75
最大功率(kW)_x,75,75,75,75,75,75,75,75,75,75
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-,-
整车质保,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里
整备质量(kg),-,-,-,-,-,-,-,-,-,-
排量(mL),1495,1495,1495,1495,1495,1495,1495,1495,1495,1495
挡位个数,5,5,5,5,5,5,5,5,5,5
扬声器数量,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,
座位数(个),2,5,2,5,2,2,5,2,2,5
并线辅助,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-,-
宽度(mm),1785,1785,1785,1785,1690,1690,1690,1690,1690,1690
安全带未系提醒,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1415,1415,1415,1415,1350,1350,1350,1350,1350,1350
后轮胎规格,185 R14LT,185 R14LT,185 R14LT,185 R14LT,175 R14LT,175 R14LT,175 R14LT,175 R14LT,175 R14LT,175 R14LT
后排车门开启方式,-,平开门,-,平开门,-,-,平开门,-,-,平开门
后排独立空调,-,-,-,-,-,-,-,-,-,-
