Feature,64277,64278,64279
高度(mm),1648,1648,1648
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,,,
驱动方式,,,
风阻系数(Cd),-,-,-
陡坡缓降,●,●,●
长度(mm),4395,4395,4395
长*宽*高(mm),4395*1900*1648,4395*1900*1648,4395*1900*1648
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●
远程启动功能,,,
远光灯光源,,,
进气形式,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,
辅助驾驶等级,-,,
轴距(mm),2681,2681,2681
轮圈材质,,,
车顶行李架,-,●,●
车门数(个),,,
车门开启方式,平开门,平开门,平开门
车道偏离预警系统,●,●,●
车道保持辅助系统,●,●,●
车载空气净化器,●,●,●
车载智能系统,,,
车身结构_y,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,-,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车型名称,捷豹E-PACE 2024款 青春运动版 R-DYNAMIC,捷豹E-PACE 2024款 进取运动版 R-DYNAMIC S,捷豹E-PACE 2024款 耀黑运动版 R-DYNAMIC SE BLACK
车前雾灯,-,-,-
车内环境氛围灯,-,,
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车体结构,承载式,承载式,承载式
负离子发生器,●,●,●
语音识别控制系统,,,
行车电脑显示屏幕,,,
蓝牙/车载电话,●,●,●
自适应远近光,●,●,●
自动驻车,●,●,●
自动头灯,●,●,●
能源类型_y,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
能源类型_x,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
胎压监测功能,,,
缸盖材料,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金
纵向通过角(°),20.7,20.7,20.7
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,8挡自动,8挡自动,9挡自动
第二排座椅调节,-,-,-
空载最小离地间隙(mm),212,212,212
空调温度控制方式,,,
离去角(°),28,28,28
疲劳驾驶提示,●,●,●
电动座椅记忆功能,-,,
电动后备厢位置记忆,●,●,●
电动后备厢,●,●,●
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,95号,95号,95号
满载最小离地间隙(mm),162,162,162
温度分区控制,●,●,●
液晶仪表尺寸,,,
油箱容积(L),67,67,67
气缸数(个),3,3,4
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
最高车速(km/h),210,210,221
最小转弯半径(m),6,6,6
最大马力(Ps),200,200,249
最大满载质量(kg),2300,2300,2400
最大涉水深度(mm),500,500,500
最大扭矩转速(rpm),2000-4500,2000-4500,1300-4500
最大扭矩(N·m)_y,280,280,365
最大扭矩(N·m)_x,280,280,365
最大功率转速(rpm),5500,5500,5500
最大功率(kW)_y,147,147,183
最大功率(kW)_x,147,147,183
最大净功率(kW),-,-,-
无钥匙进入功能,-,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,●,●,●
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,,,
整备质量(kg),1820,1820,1955
接近角(°),22,22,22
排量(mL),1498,1498,1997
挡位个数,8,8,9
扬声器数量,,,
扬声器品牌名称,-,,
手机无线充电功能,-,-,
手机互联/映射,,,
感应雨刷功能,,,
座椅材质,,,
座位数(个),,,
并线辅助,-,○,○
巡航系统,,,
导航路况信息显示,-,●,●
宽度(mm),1900,1900,1900
官方0-100km/h加速(s),9.9,9.9,8.0
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外观套件,,,
外后视镜功能,,,
备胎规格,,,
四驱形式,-,-,
后雨刷,●,●,●
后轮距(mm),1634,1634,1634
后轮胎规格,,,
后方碰撞预警,-,○,○
后排车门开启方式,,,
后排独立空调,-,-,-
后排杯架,●,●,●
后排座椅放倒形式,,,
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),494-1170,494-1170,494-1170
后制动器类型,,,
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT)
变速箱,8挡自动,8挡自动,9挡自动
发动机电子防盗,●,●,●
发动机布局,横置,横置,横置
发动机型号,PT153,PT153,PT204
发动机启停技术,●,●,●
发动机,1.5T 200马力 L3,1.5T 200马力 L3,2.0T 249马力 L4
压缩比,10-11,10-11,10-11
厂商指导价(元),26.38万,28.80万,32.10万
厂商,奇瑞捷豹路虎,奇瑞捷豹路虎,奇瑞捷豹路虎
卫星导航系统,-,●,●
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1635,1635,1635
前轮胎规格,,,
前排座椅功能,,,
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内后视镜功能,,,
全液晶仪表盘,-,●,●
倒车车侧预警系统,-,○,○
供油方式,直喷,直喷,直喷
主座椅调节方式,,,
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中央差速器结构,-,-,
上市时间,2023.08,2023.08,2023.08
上坡辅助,●,●,●
Wi-Fi热点,-,●,●
WLTC综合油耗(L/100km),7.99,7.99,9.23
USB/Type-C接口数量,,,
OTA升级,-,-,-
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
ETC装置,○,○,○
ABS防抱死,●,●,●
4G/5G网络,-,,
