Feature,60190,60191,65337,65338,65339,65919,65920
高度(mm),1425,1425,1452,1452,1452,1435,1435
驾驶辅助影像,,,,,,,
驾驶模式切换,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置前驱,前置四驱,前置前驱,前置前驱,前置四驱,前置前驱,前置四驱
首任车主质保政策,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-
长度(mm),4695,4695,4692,4692,4692,4692,4692
长*宽*高(mm),4695*1830*1425,4695*1830*1425,4692*1830*1452,4692*1830*1452,4692*1830*1452,4692*1830*1435,4692*1830*1435
钥匙类型,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●,●
道路交通标识识别,-,○,-,-,○,-,○
远程启动功能,-,,-,,,-,
远光灯光源,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,
运动风格座椅,●,●,●,●,●,●,●
运动外观套件,●,●,●,●,●,●,●
辅助驾驶等级,-,,,,,-,
轴距(mm),2729,2729,2729,2729,2729,2729,2729
轮圈材质,,,,,,,
转向头灯,-,○,-,-,-,-,○
车门数(个),5,5,4,4,4,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,○,-,-,○,-,○
车道偏离预警系统,-,○,-,-,○,-,○
车道保持辅助系统,-,○,-,-,○,-,○
车载空气净化器,-,-,-,-,-,-,-
车载智能系统,,,,,,,
车身结构_y,旅行车,旅行车,三厢车,三厢车,三厢车,旅行车,旅行车
车身结构_x,5门5座旅行车,5门5座旅行车,4门5座三厢车,4门5座三厢车,4门5座三厢车,5门5座旅行车,5门5座旅行车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,
车型名称,奔驰CLA 2023款 CLA 200 猎跑车,奔驰CLA 2023款 CLA 260 4MATIC 猎跑车,奔驰CLA 2024款 CLA 200,奔驰CLA 2024款 CLA 220,奔驰CLA 2024款 CLA 260 4MATIC,奔驰CLA 2024款 CLA 200 猎跑车,奔驰CLA 2024款 CLA 260 4MATIC 猎跑车
车前雾灯,-,-,-,-,-,-,-
车内生物监测系统,-,-,●,●,●,●,●
车内环境氛围灯,,,-,-,,-,-
车内化妆镜,,,,,,,
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,,,
被动行人保护,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,-,○,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油,汽油+48V轻混系统
胎压监测功能,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,8挡湿式双离合,7挡湿式双离合,7挡湿式双离合,8挡湿式双离合
第二排座椅调节,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,
离去角(°),18.9,18.9,20,20,20,18.9,18.9
疲劳驾驶提示,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,
电动后备厢位置记忆,○,●,-,-,-,○,●
电动后备厢,○,●,-,-,-,○,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油+48V轻混系统,汽油+48V轻混系统,汽油,汽油+48V轻混系统
灯光特色功能,-,,-,-,,-,
温度分区控制,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,
油箱容积(L),-,-,-,51,51,-,-
气缸数(个),4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),221,245,223,-,245,221,245
最大马力(Ps),163,224,163,190,224,163,224
最大满载质量(kg),2025,2160,1950,-,2085,2025,2160
最大扭矩转速(rpm),1620-4000,1800-4000,2000-3500,1800-4000,2000-4000,2000-3500,2000-4000
最大扭矩(N·m)_y,250,350,270,300,350,270,350
最大扭矩(N·m)_x,250,350,270,300,350,270,350
最大功率转速(rpm),5500,5500,5500,6100,5500,5500,6100
最大功率(kW)_y,120,165,120,140,165,120,165
最大功率(kW)_x,120,165,120,140,165,120,165
最大净功率(kW),120,165,120,140,165,120,165
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),1482,1607,1454,-,1577,1482,1607
接近角(°),12.1,12.1,15.3,15.3,15.3,12.1,12.1
排量(mL),1332,1991,1332,1991,1991,1332,1991
换挡形式,,,,,,,
挡位个数,7,7,7,8,7,7,8
扬声器数量,,,,,,,
扬声器品牌名称,,,,,,,
手机无线充电功能,-,,-,-,,-,
手机互联/映射,,,,,,,
手机APP远程功能,-,,-,,,-,
感应雨刷功能,,,,,,,
感应后备厢,○,●,○,○,●,○,●
座椅材质,,,,,,,
座位数(个),5,5,5,5,5,5,5
并线辅助,-,○,-,-,○,-,○
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
宽度(mm),1830,1830,1830,1830,1830,1830,1830
官方0-100km/h加速(s),8.7,6.7,9,7.8,6.6,9.1,6.7
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,无,无,无,无,无,无,无
地图品牌,,,,,,,
四驱形式,-,适时四驱,-,-,适时四驱,-,适时四驱
后雨刷,●,●,-,-,-,●,●
