Feature,70658,70935,71051,71841
高度(mm),1536,1536,1536,1536
驾驶辅助影像,-,-,-,-
驾驶模式切换,-,-,-,-
驻车制动类型,,,,
驱动电机数,双电机,三电机,三电机,三电机
驱动方式,,,,
风阻系数(Cd),-,-,-,-
陡坡缓降,-,-,-,-
长度(mm),5480,5480,5480,5480
长*宽*高(mm),5480*2000*1536,5480*2000*1536,5480*2000*1536,5480*2000*1536
钥匙类型,-,-,-,-
配气机构,-,-,DOHC,DOHC
远光灯光源,-,-,-,-
进气形式,-,-,涡轮增压,涡轮增压
近光灯光源,-,-,-,-
轴距(mm),3370,3370,3370,3370
轮圈材质,-,-,-,-
车门数(个),,,,
车门开启方式,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-
车道保持辅助系统,-,-,-,-
车载空气净化器,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门4座三厢车,4门4座三厢车,4门4座三厢车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-
车联网,-,-,-,-
车窗防夹手功能,-,-,-,-
车窗一键升降功能,-,-,-,-
车型名称,尊界S800 2025款 纯电双电机四驱基本版,尊界S800 2025款 纯电三电机四驱顶配版,尊界S800 2025款 增程四驱顶配版,尊界S800 2025款 增程四驱高功版
车前雾灯,-,-,-,-
车内环境氛围灯,-,-,-,-
车内化妆镜,-,-,-,-
车内中控锁,-,-,-,-
车内PM2.5过滤装置,-,-,-,-
车体结构,承载式,承载式,承载式,承载式
语音识别控制系统,-,-,-,-
行车电脑显示屏幕,-,-,-,-
蓝牙/车载电话,-,-,-,-
自适应远近光,-,-,-,-
自动驻车,-,-,-,-
自动头灯,-,-,-,-
能源类型_y,纯电动,纯电动,增程式,增程式
能源类型_x,纯电动,纯电动,增程式,增程式
胎压监测功能,-,-,-,-
缸盖材料,-,-,-,-
缸体材料,-,-,-,-
级别,大型车,大型车,大型车,大型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-
空调温度控制方式,-,-,-,-
离去角(°),15,15,15,15
百公里耗电量(kWh/100km),15.2,17.2,24.3,-
疲劳驾驶提示,-,-,-,-
电芯品牌,,,,
电能当量燃料消耗量(L/100km),1.76,2.00,-,-
电池能量(kWh),97,97,65,65
电池类型,,,,
电池冷却方式,液冷,液冷,液冷,液冷
电机类型,前交流/异步 后永磁/同步,前交流/异步 后永磁/同步,前交流/异步 后永磁/同步,前交流/异步 后永磁/同步
电机布局,前置+后置,前置+后置,前置+后置,前置+后置
电动机总马力(Ps),530,864,864,864
电动机总功率(kW),390,635,635,635
电动机(Ps),530,864,864,864
电动座椅记忆功能,-,-,-,-
电动后备厢,-,-,-,-
环保标准_y,-,-,国VI,国VI
环保标准_x,-,-,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-
燃油标号,-,-,-,-
温度分区控制,-,-,-,-
液晶仪表尺寸,-,-,-,-
油电综合燃料消耗量(L/100km),-,-,3.07,-
气缸数(个),-,-,4,4
气缸排列形式,-,-,L,L
每缸气门数(个),-,-,4,4
最高车速(km/h),210,210,200,200
最小转弯半径(m),5.05,5.05,5.05,5.05
最大马力(Ps),-,-,156,170
最大满载质量(kg),2990,3080,3205,3270
最大扭矩转速(rpm),-,-,-,-
最大扭矩(N·m)_y,-,-,-,-
最大扭矩(N·m)_x,-,-,-,-
最大功率转速(rpm),-,-,-,-
最大功率(kW)_y,-,-,115,125
最大功率(kW)_x,390,635,635,635
最大净功率(kW),-,-,110,120
最低荷电状态油耗(L/100km)WLTC,-,-,7.08,-
无钥匙进入功能,-,-,-,-
无钥匙启动系统,-,-,-,-
方向盘记忆,-,-,-,-
方向盘材质,-,-,-,-
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,-,-,-,-
整车质保,-,-,-,-
整备质量(kg),2604,2731,2859,2851
接近角(°),12,12,12,12
排量(mL),-,-,1499,1499
挡位个数,1,1,1,1
扬声器数量,-,-,-,-
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,-,-,-
手机互联/映射,-,-,-,-
感应雨刷功能,-,-,-,-
快充功能,支持,支持,支持,支持
座椅材质,-,-,-,-
座位数(个),,,,
并线辅助,-,-,-,-
巡航系统,-,-,-,-
导航路况信息显示,-,-,-,-
宽度(mm),2000,2000,2000,2000
官方0-100km/h加速(s),-,-,-,-
安全带未系提醒,-,-,-,-
天窗类型,-,-,-,-
大灯高度可调,-,-,-,-
大灯延时关闭,-,-,-,-
多媒体/充电接口,-,-,-,-
多功能方向盘,-,-,-,-
外后视镜功能,-,-,-,-
备胎规格,-,-,-,-
四驱形式,,,,
后雨刷,-,-,-,-
后轮距(mm),1743,1743,1743,1743
后轮胎规格,,,,
后电动机最大功率(kW),230,475,475,475
后电动机型号,TZ210XYA03,TZ210XYF01,TZ210XYF01,TZ210XYF01
后电动机品牌,华为数字,华为数字,华为数字,华为数字
后排独立空调,-,-,-,-
后排杯架,-,-,-,-
后排座椅放倒形式,-,-,-,-
后悬架类型,-,-,-,-
后座出风口,-,-,-,-
后备厢容积(L),-,-,-,-
后制动器类型,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机布局,-,-,横置,横置
发动机型号,-,-,DAM15NTDE,M8000PHD
发动机,纯电动,纯电动,增程器 156马力,增程器 170马力
厂商指导价(元),100.00万,150.00万,-,-
厂商,MAEXTRO 尊界,MAEXTRO 尊界,MAEXTRO 尊界,MAEXTRO 尊界
卫星导航系统,-,-,-,-
助力类型,,,,
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,-,-,-,-
前轮距(mm),1735,1735,1735,1735
前轮胎规格,,,,
前电动机最大功率(kW),160,160,160,160
前电动机型号,YS210XYA03,YS210XYA03,YS210XYA03,YS210XYA03
前电动机品牌,华为数字,华为数字,华为数字,华为数字
前排座椅功能,-,-,-,-
前悬架类型,-,-,-,-
前制动器类型,,,,
前/后驻车雷达,-,-,-,-
前/后电动车窗,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-
内后视镜功能,-,-,-,-
