Feature,67423,68995,68997,68998,68999
高度(mm),1670,1670,1670,1670,1670
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,
风阻系数(Cd),0.269,0.269,0.269,0.269,0.269
隐藏电动门把手,●,●,●,●,●
陡坡缓降,●,●,●,●,●
防侧翻系统,●,●,●,●,●
长度(mm),4615,4615,4615,4615,4615
长*宽*高(mm),4615*1901*1670,4615*1901*1670,4615*1901*1670,4615*1901*1670,4615*1901*1670
钥匙类型,,,,,
遥控泊车,●,-,-,-,-
道路交通标识识别,●,●,○,○,-
透明底盘/540度影像,●,●,●,●,●
远程启动功能,,,,,
远光灯光源,,,,,
近光灯光源,,,,,
辅助驾驶等级,,,,,-
轴距(mm),2750,2750,2750,2750,2750
轮圈材质,,,,,
车顶行李架,●,●,-,-,-
车门数(个),,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,○,○,-
车道偏离预警系统,●,●,○,○,-
车道保持辅助系统,●,●,○,○,-
车载空气净化器,-,-,-,-,-
车载智能系统,,,,,
车身结构_y,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车机智能芯片,,,,,
车外扬声器数量,,,,,-
车型名称,银河E5 2024款 530km 星舰版,银河E5 2024款 530km 探索+版,银河E5 2024款 440Km 探索版,银河E5 2024款 530km 远航版,银河E5 2024款 440km 启航版
车前雾灯,-,-,-,-,-
车内环境氛围灯,,,-,-,-
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
语音连续识别,●,●,●,●,●
语音识别控制系统,,,,,
语音助手唤醒词,,,,,
语音分区域唤醒识别,,,,,
语音免唤醒词,●,●,●,●,●
行车电脑显示屏幕,,,,,
蓝牙/车载电话,●,●,●,●,●
