Feature,66170,71239
高精地图,●,●
高度(mm),1621,1621
高压快充,支持,支持
高压平台（V）,900,900
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,,
驱动电机数,双电机,双电机
驱动方式,,
首任车主质保政策,,
风阻系数(Cd),0.243,0.243
面部识别,●,●
隐藏电动门把手,●,●
陡坡缓降,●,●
长度(mm),5325,5325
长*宽*高(mm),5325*2017*1621,5325*2017*1621
钥匙类型,,
遥控泊车,●,●
道路救援呼叫,●,●
道路交通标识识别,●,●
透明底盘/540度影像,●,●
远程启动功能,,
远程召唤,●,●
远光灯光源,,
近光灯光源,,
辅助驾驶芯片,,
辅助驾驶系统,,
辅助驾驶等级,,
轴距(mm),3250,3250
轮圈材质,,
转向头灯,●,●
车门数(个),,
车门开启方式,平开门,平开门
车道居中保持,●,●
车道偏离预警系统,●,●
车道保持辅助系统,●,●
车载空气净化器,●,●
车载智能系统,,
车载冰箱,●,●
车身结构_y,三厢车,三厢车
车身结构_x,4门4座三厢车,4门4座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车机系统存储(GB),,
车机系统内存(GB),,
车机智能芯片,,
车型名称,蔚来ET9 2025款 100kWh,蔚来ET9 2025款 100kWh 签名版
车前雾灯,-,-
车内香氛装置,●,●
车内环境氛围灯,,
车内摄像头数量,,
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车体结构,承载式,承载式
超声波雷达数量,,
起步提醒,●,●
负离子发生器,●,●
语音连续识别,●,●
语音识别控制系统,,
语音助手唤醒词,,
语音分区域唤醒识别,,
语音免唤醒词,●,●
行车电脑显示屏幕,,
行李厢12V电源接口,●,●
蓝牙/车载电话,●,●
自适应远近光,●,●
自动驾驶辅助路段,,
自动驻车,●,●
自动泊车入位,●,●
自动开合车门,●,●
自动头灯,●,●
自动变道辅助,●,●
能量回收系统,●,●
能源类型,纯电动,纯电动
胎压监测功能,,
缺气保用轮胎,●,●
级别,大型车,大型车
简称,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,●,●
第二排座椅调节,,
第二排座椅电动调节,●,●
第二排座椅功能,,
空调温度控制方式,,
空气质量监测,●,●
离去角(°),22,22
百公里耗电量(kWh/100km),16.2,17
疲劳驾驶提示,●,●
电芯品牌,,
电能当量燃料消耗量(L/100km),1.88,1.97
电池预加热,●,●
电池能量(kWh),100,100
电池类型,,
电池冷却方式,液冷,液冷
电机类型,前感应/异步 后永磁/同步,前感应/异步 后永磁/同步
电机布局,前置+后置,前置+后置
电动机总马力(Ps),707,707
电动机总扭矩(N·m),700,700
电动机总功率(kW),520,520
电动机(Ps),707,707
电动扰流板,●,●
电动座椅记忆功能,,
电动吸合车门,,
电动后备厢,●,●
环视摄像头像素,,
环境感知摄像头像素,,
牵引力控制(ASR/TCS/TRC等),●,●
热泵空调,●,●
灯光特色功能,,
激光雷达线数,,
激光雷达点云数量,,
激光雷达数量,,
激光雷达型号,,
激光雷达品牌,,
激光雷达10%反射率探测距离,,
温度分区控制,●,●
液晶仪表尺寸,-,-
毫米波雷达数量,,
杜比全景声(Dolby Atmos),●,●
最高车速(km/h),220,220
最小转弯半径(m),5.45,5.45
最小离地间隙(mm),200,200
最大满载质量(kg),3100,3100
最大涉水深度(mm),630,630
最大扭矩(N·m),700,700
最大功率(kW),520,520
无钥匙进入功能,,
无钥匙启动系统,●,●
无框设计车门,●,●
方向盘记忆,●,●
方向盘离手检测,●,●
方向盘材质,,
方向盘换挡,-,-
方向盘加热,●,●
方向盘位置调节,,
整车质保,,
整备质量(kg),2700,2700
整体主动转向系统,●,●
摄像头数量,,
接近角(°),17,17
换电,支持,支持
换挡形式,,
挡位个数,1,1
扬声器数量,,
扬声器品牌名称,-,-
手机无线充电功能,,
手机无线充电功率,,
手机互联/映射,-,-
手机APP远程功能,,
感应雨刷功能,,
感应后备厢,●,●
感应前备厢,●,●
快充接口位置,车左后侧,车左后侧
快充功能,支持,支持
快充功率(kW),600,600
座椅材质,,
座位数(个),,
应用商店,●,●
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
对外放电,●,●
宽度(mm),2017,2017
官方100-0km/h制动(m),35.2,35.2
官方0-100km/h加速(s),4.3,4.3
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,,
地图品牌,,
四驱形式,,
哨兵模式/千里眼,●,●
后风挡遮阳帘,●,●
后雨刷,-,-
后轮距(mm),1758,1758
后轮胎规格,,
后电动机最大扭矩(N·m),400,400
后电动机最大功率(kW),340,340
后电动机型号,TZ198Y001,TZ198Y001
后电动机品牌,蔚来动力,蔚来动力
后方碰撞预警,●,●
后排独立空调,●,●
后排液晶屏幕类型,,
后排液晶屏幕尺寸,,
后排液晶屏幕分辨率,,
后排液晶屏幕,,
后排杯架,●,●
后排控制多媒体,●,●
后排座椅放倒形式,-,-
后排小桌板,●,●
后排多媒体屏幕数量,,
后排侧隐私玻璃,●,●
后排侧窗遮阳帘,,
后悬架类型,,
后座出风口,●,●
后备厢容积(L),544,544
后制动器类型,,
可见即可说,●,●
可变转向比,●,●
可变悬架功能,,
变速箱类型,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),78.80万,80.80万
厂商,蔚来,蔚来
卫星导航系统,●,●
匝道自动驶出(入),●,●
助力类型,,
副驾驶位后排可调节按钮,●,●
副座椅调节方式,,
前轮距(mm),1731,1731
前轮胎规格,,
前电动机最大扭矩(N·m),300,300
前电动机最大功率(kW),180,180
前电动机型号,YS198S002,YS198S002
前电动机品牌,蔚来动力,蔚来动力
前方碰撞预警,●,●
前方最大探测距离,,
前方感知摄像头像素,,
前方感知摄像头,,
前排座椅功能,,
前排中间气囊,●,●
前悬架类型,,
前备厢容积(L),105,105
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,●,●
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,●,●
信号灯识别,●,●
侧窗多层隔音玻璃,,
低速行车警告,●,●
仪表盘屏幕材质,,
主座椅调节方式,,
主动降噪,●,●
主动闭合式进气格栅,●,●
主动式环境氛围灯,●,●
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕类型,,
中控屏幕尺寸,,
中控屏幕分辨率,,
上市时间,2024.12,2024.12
上坡辅助,●,●
三电首任车主质保政策,,
Wi-Fi热点,●,●
V2X通讯,●,●
USB/Type-C最大充电功率,,
USB/Type-C接口数量,,
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头尺寸,,
ETC装置,●,●
DOW开门预警,●,●
CLTC纯电续航里程(km)_y,650,620
CLTC纯电续航里程(km)_x,650,620
AR-HUD增强现实抬头显示,●,●
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,●,●
