Feature,65000,65293,65294,65295,65296,69122,69123,69124,69125
高度(mm),1439,1439,1439,1439,1411,1439,1439,1439,1411
驾驶辅助影像,,,,,,,,,
驾驶模式切换,,,,,,,,,
驻车制动类型,,,,,,,,,
驱动方式,,,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-,-
长度(mm),4858,4858,4858,4858,4858,4858,4858,4858,4858
长*宽*高(mm),4858*1847*1439,4858*1847*1439,4858*1847*1439,4858*1847*1439,4858*1847*1411,4858*1847*1439,4858*1847*1439,4858*1847*1439,4858*1847*1411
钥匙类型,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●,●,●,●
远程启动功能,,,,,,,,,
远光灯光源,,,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,,,
运动风格座椅,●,●,●,●,●,●,●,●,●
辅助驾驶等级,,,,,,,,,
轴距(mm),2908,2908,2908,2908,2908,2908,2908,2908,2908
轮圈材质,,,,,,,,,
转向辅助灯,●,●,●,●,●,●,●,●,●
转向头灯,●,○,○,●,●,○,○,●,●
车门数(个),,,,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,●,○,○,●,●,○,○,●,●
车道保持辅助系统,○,○,-,-,○,○,-,-,○
车载空气净化器,-,-,-,-,-,-,-,-,-
车载智能系统,,,,,,,,,
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●
